Airfoil,Mach,Re,N_points,Cl_MAE,Cl_RMSE,Cl_R2,Cd_MAE,Cd_RMSE,Cd_R2,Cm_MAE,Cm_RMSE,Cm_R2
4415,0.9,2000000,41,0.016311,0.020532,0.999587,0.002055,0.002633,0.999737,0.003623,0.00689,0.998918
4415,0.9,4000000,41,0.016572,0.021211,0.999558,0.002007,0.002582,0.999746,0.003689,0.006916,0.998899
4415,0.9,8000000,41,0.017322,0.022405,0.999506,0.003403,0.00402,0.999383,0.003858,0.007015,0.998866
4421,0.25,75000,41,0.022208,0.039173,0.995209,0.003207,0.006035,0.993375,0.001594,0.003498,0.971447
4421,0.25,125000,41,0.031134,0.038689,0.9959,0.003303,0.005328,0.994505,0.00184,0.002703,0.985728
4421,0.25,250000,41,0.020332,0.027455,0.997725,0.002768,0.004089,0.996594,0.001495,0.002111,0.991139
4421,0.25,500000,41,0.016723,0.02365,0.998012,0.001972,0.002806,0.998444,0.001084,0.001436,0.995459
4421,0.25,1000000,41,0.019071,0.02653,0.997288,0.001689,0.002486,0.998813,0.001011,0.001406,0.995393
4421,0.25,2000000,41,0.017854,0.024605,0.99759,0.001761,0.002504,0.998812,0.001042,0.001451,0.994936
4421,0.25,4000000,41,0.021967,0.026838,0.997146,0.002298,0.003249,0.998003,0.001175,0.001722,0.992807
4421,0.25,8000000,41,0.021896,0.026014,0.997343,0.002583,0.003697,0.997415,0.001315,0.001859,0.991641
4421,0.35,75000,41,0.020327,0.037417,0.994992,0.003438,0.005431,0.994972,0.001376,0.003176,0.975998
4421,0.35,125000,41,0.02657,0.034846,0.996361,0.003224,0.005338,0.99484,0.002107,0.003235,0.980185
4421,0.35,250000,41,0.017954,0.021671,0.998487,0.002366,0.004109,0.9968,0.0017,0.00246,0.988851
4421,0.35,500000,41,0.015331,0.018284,0.998708,0.002139,0.002993,0.998334,0.001419,0.001836,0.993054
4421,0.35,1000000,41,0.016771,0.0207,0.998179,0.001906,0.002503,0.998864,0.001213,0.001519,0.994888
4421,0.35,2000000,41,0.015015,0.01881,0.998435,0.001828,0.002422,0.998949,0.001126,0.00143,0.995319
4421,0.35,4000000,41,0.018756,0.022152,0.997837,0.00218,0.002929,0.998464,0.001382,0.001725,0.993121
4421,0.35,8000000,41,0.019743,0.023427,0.997602,0.002589,0.003426,0.997899,0.001592,0.001914,0.991539
4421,0.45,75000,41,0.023275,0.029626,0.99614,0.003702,0.004614,0.996725,0.001423,0.001839,0.992251
4421,0.45,125000,41,0.020709,0.027054,0.997397,0.002366,0.003926,0.997478,0.002145,0.003022,0.983321
4421,0.45,250000,41,0.016724,0.020299,0.998509,0.002025,0.00318,0.998273,0.001717,0.00223,0.991582
4421,0.45,500000,41,0.014893,0.018825,0.998451,0.002078,0.00325,0.998213,0.001942,0.002455,0.988643
4421,0.45,1000000,41,0.017241,0.023048,0.997419,0.002192,0.003411,0.998064,0.001727,0.002378,0.988434
4421,0.45,2000000,41,0.017278,0.02215,0.997496,0.002055,0.003149,0.998367,0.001463,0.002027,0.991216
4421,0.45,4000000,41,0.020002,0.024672,0.996895,0.002106,0.002965,0.998552,0.001564,0.002104,0.990447
4421,0.45,8000000,41,0.019622,0.024181,0.997044,0.002307,0.002997,0.99852,0.001629,0.002096,0.990523
4421,0.55,75000,41,0.020349,0.023017,0.996677,0.00322,0.004178,0.997642,0.001728,0.001944,0.992076
4421,0.55,125000,41,0.022725,0.0274,0.996258,0.001827,0.002653,0.999012,0.001867,0.002178,0.991756
4421,0.55,250000,41,0.021006,0.026434,0.996713,0.002506,0.003039,0.99864,0.001845,0.002186,0.992503
4421,0.55,500000,41,0.018577,0.02202,0.997352,0.00265,0.003074,0.998583,0.002379,0.002917,0.985705
4421,0.55,1000000,41,0.020685,0.023853,0.996567,0.002758,0.003261,0.998418,0.002421,0.003008,0.983734
4421,0.55,2000000,41,0.022537,0.025993,0.995731,0.002883,0.003393,0.998299,0.002162,0.002654,0.986827
4421,0.55,4000000,41,0.025656,0.029583,0.994465,0.002674,0.003207,0.998478,0.002009,0.002483,0.988302
4421,0.55,8000000,41,0.027724,0.032626,0.993318,0.002843,0.003507,0.998181,0.001868,0.00217,0.99106
4421,0.65,75000,41,0.01524,0.021053,0.995307,0.001775,0.002189,0.999413,0.001759,0.002391,0.991089
4421,0.65,125000,41,0.010927,0.015476,0.997598,0.003238,0.003802,0.998248,0.002323,0.002577,0.99092
4421,0.65,250000,41,0.01673,0.030564,0.991754,0.005346,0.010104,0.988428,0.003106,0.006265,0.953138
4421,0.65,500000,41,0.016136,0.02111,0.996045,0.004546,0.005572,0.996188,0.002448,0.003215,0.986151
4421,0.65,1000000,41,0.018018,0.021058,0.99591,0.004377,0.004788,0.997058,0.001805,0.002286,0.99248
4421,0.65,2000000,41,0.019737,0.022792,0.995172,0.004019,0.004605,0.997264,0.001478,0.002077,0.993615
4421,0.65,4000000,41,0.021006,0.024873,0.99427,0.003315,0.004165,0.997754,0.001516,0.002121,0.993261
4421,0.65,8000000,41,0.022541,0.027058,0.993247,0.003765,0.004656,0.997197,0.001621,0.002058,0.993633
4421,0.7,75000,41,0.015136,0.018039,0.996558,0.004369,0.005784,0.995579,0.002154,0.002671,0.992885
4421,0.7,125000,41,0.016672,0.021416,0.995131,0.00614,0.007482,0.992741,0.003304,0.004311,0.983485
4421,0.7,250000,41,0.016202,0.021953,0.995076,0.005942,0.006772,0.99408,0.003312,0.0043,0.983334
4421,0.7,500000,41,0.014981,0.020115,0.996125,0.006146,0.007139,0.993212,0.00327,0.004038,0.983649
4421,0.7,1000000,41,0.013896,0.019534,0.996379,0.006477,0.007856,0.991597,0.003208,0.00439,0.979766
4421,0.7,2000000,41,0.012678,0.017528,0.997084,0.006203,0.007699,0.9919,0.002852,0.003976,0.98307
4421,0.7,4000000,41,0.013024,0.017222,0.99719,0.005883,0.007497,0.992311,0.002753,0.003933,0.983235
4421,0.7,8000000,41,0.013522,0.018388,0.996804,0.006297,0.007483,0.992352,0.002893,0.00385,0.983895
4421,0.75,75000,41,0.017804,0.020523,0.996728,0.004812,0.005521,0.995778,0.003372,0.004166,0.986151
4421,0.75,125000,41,0.013612,0.018077,0.997472,0.005851,0.006439,0.99429,0.002892,0.003571,0.990347
4421,0.75,250000,41,0.014249,0.020335,0.996867,0.00569,0.00638,0.994355,0.003438,0.004135,0.987393
4421,0.75,500000,41,0.014699,0.022104,0.996425,0.006082,0.006855,0.993415,0.003926,0.005015,0.981495
4421,0.75,1000000,41,0.012694,0.021928,0.996461,0.006103,0.007106,0.992827,0.003498,0.004845,0.982623
4421,0.75,2000000,41,0.011975,0.021385,0.996613,0.005844,0.006844,0.99333,0.003325,0.00466,0.98378
4421,0.75,4000000,41,0.013164,0.022691,0.996182,0.005949,0.006925,0.993162,0.003547,0.004709,0.983279
4421,0.75,8000000,41,0.01563,0.023284,0.995985,0.006764,0.00774,0.991465,0.003692,0.004602,0.983999
4421,0.8,75000,41,0.021195,0.024716,0.996842,0.008064,0.008532,0.991063,0.004515,0.00542,0.991423
4421,0.8,125000,41,0.015024,0.021094,0.99776,0.009211,0.009803,0.988253,0.004109,0.006204,0.989669
4421,0.8,250000,41,0.014899,0.025773,0.996724,0.008816,0.009474,0.989039,0.004596,0.007516,0.985167
4421,0.8,500000,41,0.020002,0.030403,0.995387,0.009287,0.0099,0.987945,0.004103,0.007261,0.984732
4421,0.8,1000000,41,0.019805,0.03125,0.995,0.009084,0.009656,0.988424,0.003612,0.007066,0.984552
4421,0.8,2000000,41,0.018889,0.031117,0.994991,0.008528,0.009094,0.989699,0.00319,0.006589,0.986195
4421,0.8,4000000,41,0.020782,0.032057,0.994667,0.008736,0.009217,0.989398,0.003414,0.006341,0.987033
4421,0.8,8000000,41,0.024059,0.033814,0.994075,0.00936,0.009887,0.987798,0.003695,0.006538,0.986195
4421,0.85,75000,41,0.014744,0.017878,0.998982,0.011404,0.01163,0.987329,0.004991,0.005903,0.995479
4421,0.85,125000,41,0.011445,0.015335,0.999275,0.011424,0.011651,0.987332,0.004592,0.005537,0.996308
4421,0.85,250000,41,0.012529,0.01838,0.998986,0.010464,0.010808,0.989183,0.004911,0.005956,0.995935
4421,0.85,500000,41,0.014054,0.020089,0.998778,0.011592,0.011997,0.986798,0.005228,0.006408,0.995108
4421,0.85,1000000,41,0.014143,0.019618,0.998802,0.012023,0.012364,0.985989,0.004632,0.005913,0.995607
4421,0.85,2000000,41,0.014452,0.020129,0.998723,0.010991,0.011444,0.988029,0.004073,0.005616,0.995964
4421,0.85,4000000,41,0.015461,0.020643,0.99865,0.011898,0.012166,0.986411,0.003971,0.005405,0.996192
4421,0.85,8000000,41,0.018512,0.02341,0.998267,0.011872,0.012231,0.986271,0.004545,0.00604,0.995242
4421,0.9,75000,41,0.016507,0.018443,0.99952,0.013289,0.013889,0.989197,0.004368,0.005803,0.99893
4421,0.9,125000,41,0.01539,0.017627,0.999574,0.012311,0.012743,0.99117,0.003813,0.004671,0.999344
4421,0.9,250000,41,0.015134,0.018924,0.99952,0.010063,0.010575,0.994091,0.003228,0.003962,0.999548
4421,0.9,500000,41,0.015642,0.019011,0.999516,0.010138,0.010782,0.993933,0.00367,0.004317,0.999457
4421,0.9,1000000,41,0.015723,0.021199,0.999384,0.012007,0.013752,0.990075,0.004949,0.008724,0.997648
4421,0.9,2000000,41,0.014241,0.017492,0.999576,0.011228,0.011829,0.992497,0.00375,0.004313,0.999411
4421,0.9,4000000,41,0.014156,0.017366,0.99958,0.011673,0.012277,0.991854,0.003671,0.004239,0.999424
4421,0.9,8000000,41,0.016109,0.01986,0.999451,0.011277,0.012024,0.992185,0.004053,0.00458,0.999326
