Airfoil,Mach,Re,N_points,Cl_MAE,Cl_RMSE,Cl_R2,Cd_MAE,Cd_RMSE,Cd_R2,Cm_MAE,Cm_RMSE,Cm_R2
4415,0.75,4000000,41,0.015397,0.019254,0.998333,0.002931,0.00418,0.998317,0.003675,0.004904,0.982506
4415,0.75,8000000,41,0.014184,0.018857,0.998403,0.003277,0.004717,0.997856,0.003422,0.004717,0.983754
4415,0.8,75000,41,0.006758,0.00851,0.999761,0.001405,0.001871,0.999692,0.00198,0.002994,0.997137
4415,0.8,125000,41,0.009707,0.013871,0.99937,0.001596,0.002002,0.999649,0.002523,0.00415,0.994404
4415,0.8,250000,41,0.007603,0.013141,0.999445,0.001453,0.001842,0.999704,0.003286,0.00462,0.993079
4415,0.8,500000,41,0.010061,0.014119,0.999367,0.001366,0.001783,0.999722,0.003763,0.004655,0.993202
4415,0.8,1000000,41,0.009156,0.011576,0.99957,0.001059,0.001532,0.999793,0.002959,0.003529,0.996167
4415,0.8,2000000,41,0.008311,0.011364,0.999583,0.001364,0.001753,0.999729,0.002429,0.00293,0.997356
4415,0.8,4000000,41,0.008584,0.011697,0.999558,0.001712,0.002081,0.999617,0.00271,0.003087,0.997045
4415,0.8,8000000,41,0.00855,0.010482,0.999646,0.002207,0.002679,0.999365,0.002941,0.003318,0.996577
4415,0.85,75000,41,0.011625,0.025127,0.998824,0.002338,0.002865,0.999485,0.004223,0.008947,0.993536
4415,0.85,125000,41,0.011485,0.023008,0.999043,0.002364,0.002799,0.999514,0.005046,0.008629,0.994289
4415,0.85,250000,41,0.01175,0.021935,0.999152,0.002602,0.003195,0.999376,0.004582,0.008121,0.995125
4415,0.85,500000,41,0.01333,0.024595,0.998922,0.002303,0.002735,0.999545,0.004519,0.008336,0.994719
4415,0.85,1000000,41,0.011959,0.023998,0.998944,0.001962,0.002356,0.999662,0.004229,0.00832,0.994545
4415,0.85,2000000,41,0.012525,0.024965,0.998842,0.002258,0.00259,0.999587,0.004404,0.008548,0.994082
