Airfoil,Mach,Re,N_points,Cl_MAE,Cl_RMSE,Cl_R2,Cd_MAE,Cd_RMSE,Cd_R2,Cm_MAE,Cm_RMSE,Cm_R2
4415,0.85,4000000,41,0.014309,0.025462,0.998791,0.002615,0.002934,0.999469,0.004801,0.008561,0.994
4415,0.85,8000000,41,0.015782,0.02579,0.998761,0.0031,0.003596,0.999203,0.004769,0.008292,0.994368
4415,0.9,75000,41,0.011759,0.01976,0.999612,0.002398,0.003201,0.999598,0.004329,0.007945,0.998555
4415,0.9,125000,41,0.012928,0.021662,0.999543,0.002778,0.003459,0.999539,0.004513,0.008387,0.998458
4415,0.9,250000,41,0.009681,0.017256,0.999715,0.00335,0.004171,0.999341,0.003202,0.006136,0.9992
4415,0.9,500000,41,0.008601,0.015701,0.999764,0.003228,0.004031,0.999392,0.003332,0.005439,0.999367
4415,0.9,1000000,41,0.013031,0.02922,0.999165,0.004033,0.008765,0.997083,0.004029,0.008502,0.998376
4415,0.9,2000000,41,0.00979,0.016036,0.999748,0.002953,0.003991,0.999395,0.003141,0.005206,0.999382
4415,0.9,4000000,41,0.009134,0.015095,0.999776,0.00317,0.004141,0.999345,0.003513,0.005176,0.999383
4415,0.9,8000000,41,0.008534,0.012818,0.999838,0.003821,0.004625,0.999183,0.003711,0.004922,0.999442
4421,0.25,75000,41,0.023607,0.042964,0.994237,0.003173,0.00651,0.992291,0.001975,0.004628,0.950032
4421,0.25,125000,41,0.029615,0.034603,0.996721,0.003013,0.003866,0.997107,0.00211,0.002488,0.987911
4421,0.25,250000,41,0.011308,0.013,0.99949,0.002546,0.003036,0.998122,0.001647,0.002352,0.989003
4421,0.25,500000,41,0.017061,0.02141,0.998371,0.002617,0.003904,0.996988,0.002021,0.002993,0.980263
4421,0.25,1000000,41,0.020676,0.023971,0.997786,0.002428,0.003214,0.998016,0.002101,0.002644,0.983718
4421,0.25,2000000,41,0.019553,0.02242,0.997999,0.002109,0.002693,0.998625,0.002071,0.002498,0.984981
4421,0.25,4000000,41,0.020867,0.024163,0.997687,0.001963,0.00248,0.998837,0.00198,0.00231,0.987058
4421,0.25,8000000,41,0.021921,0.025187,0.997509,0.001785,0.002509,0.998809,0.002387,0.00275,0.981718
4421,0.35,75000,41,0.017716,0.034739,0.995683,0.003272,0.004896,0.995914,0.001389,0.003477,0.971226
4421,0.35,125000,41,0.02658,0.034073,0.99652,0.003849,0.005126,0.995242,0.001307,0.001758,0.994148
4421,0.35,250000,41,0.007056,0.01057,0.99964,0.001853,0.002232,0.999055,0.001207,0.001675,0.99483
4421,0.35,500000,41,0.009536,0.010909,0.99954,0.001503,0.002011,0.999248,0.001269,0.001833,0.993077
4421,0.35,1000000,41,0.014337,0.01677,0.998805,0.001887,0.002245,0.999086,0.001294,0.001645,0.994009
4421,0.35,2000000,41,0.011828,0.014657,0.99905,0.001671,0.002039,0.999256,0.001165,0.001616,0.994026
4421,0.35,4000000,41,0.013607,0.016157,0.998849,0.001805,0.002108,0.999205,0.001048,0.00137,0.995665
4421,0.35,8000000,41,0.014884,0.017413,0.998675,0.001824,0.002115,0.9992,0.001448,0.001719,0.993182
4421,0.45,75000,41,0.011513,0.018935,0.998423,0.002336,0.002679,0.998896,0.001207,0.001685,0.993495
4421,0.45,125000,41,0.020099,0.028698,0.997071,0.003743,0.005175,0.995618,0.001359,0.002391,0.989554
4421,0.45,250000,41,0.009488,0.012106,0.99947,0.001572,0.001865,0.999406,0.001245,0.001514,0.996122
4421,0.45,500000,41,0.008133,0.009077,0.99964,0.00098,0.001184,0.999763,0.001035,0.001261,0.997004
4421,0.45,1000000,41,0.01,0.013634,0.999097,0.001459,0.001805,0.999458,0.000925,0.001135,0.997366
4421,0.45,2000000,41,0.009243,0.01228,0.99923,0.001429,0.001707,0.99952,0.000965,0.001177,0.997039
4421,0.45,4000000,41,0.008527,0.011449,0.999331,0.001363,0.001677,0.999537,0.000925,0.00114,0.997195
4421,0.45,8000000,41,0.00941,0.011997,0.999272,0.001486,0.001755,0.999493,0.001304,0.001492,0.995197
4421,0.55,75000,41,0.012324,0.016075,0.998379,0.00283,0.003376,0.99846,0.001258,0.001552,0.99495
4421,0.55,125000,41,0.01834,0.025942,0.996646,0.003821,0.004271,0.997441,0.001121,0.001378,0.996699
4421,0.55,250000,41,0.015312,0.018424,0.998403,0.002564,0.003183,0.998508,0.001734,0.002126,0.99291
4421,0.55,500000,41,0.011406,0.014291,0.998885,0.002312,0.002677,0.998925,0.001252,0.001552,0.995952
4421,0.55,1000000,41,0.013265,0.017774,0.998094,0.002111,0.002716,0.998903,0.000864,0.001087,0.997875
4421,0.55,2000000,41,0.011981,0.017142,0.998143,0.001834,0.002363,0.999175,0.000865,0.001113,0.997684
4421,0.55,4000000,41,0.011793,0.016436,0.998291,0.00178,0.002248,0.999252,0.000952,0.001223,0.99716
4421,0.55,8000000,41,0.011876,0.01572,0.998449,0.001885,0.002329,0.999197,0.00131,0.00156,0.995377
4421,0.65,75000,41,0.008597,0.012408,0.99837,0.002129,0.002408,0.99929,0.001306,0.001758,0.995181
4421,0.65,125000,41,0.009343,0.012193,0.998509,0.003042,0.003311,0.998671,0.001246,0.001638,0.996331
4421,0.65,250000,41,0.016831,0.028228,0.992966,0.003958,0.009757,0.989209,0.003128,0.006144,0.954929
4421,0.65,500000,41,0.010493,0.016315,0.997637,0.002446,0.004415,0.997607,0.001972,0.002971,0.988173
4421,0.65,1000000,41,0.008897,0.010847,0.998915,0.002457,0.003024,0.998826,0.001529,0.002031,0.994063
4421,0.65,2000000,41,0.008052,0.010414,0.998992,0.002475,0.002847,0.998954,0.001287,0.001726,0.995591
4421,0.65,4000000,41,0.00872,0.011069,0.998865,0.002306,0.002668,0.999078,0.001361,0.001772,0.995295
4421,0.65,8000000,41,0.010168,0.01293,0.998458,0.002406,0.002785,0.998997,0.001546,0.001867,0.994758
4421,0.7,75000,41,0.010671,0.017231,0.99686,0.003519,0.004594,0.997212,0.002505,0.003526,0.987604
4421,0.7,125000,41,0.013143,0.021818,0.994947,0.004047,0.005182,0.996518,0.002888,0.003797,0.98719
4421,0.7,250000,41,0.01388,0.022003,0.995054,0.003057,0.004217,0.997704,0.00311,0.004271,0.983562
4421,0.7,500000,41,0.010498,0.0154,0.997728,0.002951,0.004003,0.997866,0.002899,0.003569,0.987226
4421,0.7,1000000,41,0.0088,0.0143,0.99806,0.002768,0.003697,0.99814,0.002449,0.002958,0.990817
4421,0.7,2000000,41,0.007771,0.012315,0.998561,0.003082,0.003877,0.997946,0.002391,0.002897,0.99101
4421,0.7,4000000,41,0.007296,0.011389,0.998771,0.003087,0.003854,0.997968,0.002424,0.002949,0.990572
4421,0.7,8000000,41,0.00753,0.012112,0.998613,0.003292,0.004024,0.997788,0.002473,0.003042,0.989941
4421,0.75,75000,41,0.015108,0.020037,0.996882,0.003796,0.004608,0.997059,0.003884,0.005107,0.979183
4421,0.75,125000,41,0.015439,0.019605,0.997026,0.004001,0.004995,0.996563,0.003546,0.004418,0.985221
4421,0.75,250000,41,0.015701,0.021275,0.996571,0.003074,0.00395,0.997836,0.003935,0.005103,0.980801
4421,0.75,500000,41,0.013879,0.019644,0.997177,0.002879,0.003582,0.998202,0.00414,0.005692,0.976161
4421,0.75,1000000,41,0.012762,0.017064,0.997857,0.003145,0.00379,0.99796,0.003626,0.004967,0.981737
4421,0.75,2000000,41,0.011035,0.014824,0.998372,0.003305,0.003984,0.997739,0.003252,0.00449,0.984945
4421,0.75,4000000,41,0.011909,0.015566,0.998203,0.003409,0.004128,0.99757,0.00343,0.004619,0.983909
4421,0.75,8000000,41,0.012623,0.016097,0.998081,0.003703,0.004421,0.997215,0.003684,0.004738,0.983037
4421,0.8,75000,41,0.012744,0.015421,0.998771,0.002301,0.002666,0.999128,0.003586,0.004496,0.994099
4421,0.8,125000,41,0.01322,0.016342,0.998655,0.002655,0.003099,0.998826,0.004216,0.005419,0.992118
4421,0.8,250000,41,0.013074,0.015065,0.998881,0.002374,0.002649,0.999143,0.003462,0.004486,0.994715
4421,0.8,500000,41,0.013147,0.01546,0.998807,0.002324,0.002663,0.999128,0.003615,0.003956,0.995468
4421,0.8,1000000,41,0.014376,0.016808,0.998554,0.002299,0.002732,0.999074,0.003079,0.003357,0.996513
4421,0.8,2000000,41,0.013168,0.015921,0.998689,0.002344,0.002849,0.998989,0.002541,0.002794,0.997517
4421,0.8,4000000,41,0.013387,0.016233,0.998632,0.002408,0.002923,0.998934,0.002482,0.002847,0.997387
4421,0.8,8000000,41,0.012888,0.015452,0.998763,0.002568,0.002991,0.998883,0.002763,0.003224,0.996643
4421,0.85,75000,41,0.013539,0.016181,0.999166,0.002695,0.003302,0.998978,0.002576,0.003247,0.998632
4421,0.85,125000,41,0.016409,0.019767,0.998795,0.001971,0.002509,0.999413,0.003735,0.004825,0.997196
4421,0.85,250000,41,0.017364,0.022165,0.998526,0.001543,0.001784,0.999705,0.003364,0.004379,0.997803
4421,0.85,500000,41,0.01574,0.019888,0.998802,0.001544,0.001778,0.99971,0.002471,0.00336,0.998655
4421,0.85,1000000,41,0.01496,0.017704,0.999024,0.001533,0.001856,0.999684,0.00243,0.003237,0.998683
4421,0.85,2000000,41,0.014919,0.017616,0.999022,0.001797,0.002286,0.999522,0.002496,0.003456,0.998472
4421,0.85,4000000,41,0.014261,0.017124,0.999071,0.002191,0.002694,0.999334,0.002206,0.003058,0.998781
4421,0.85,8000000,41,0.013227,0.015707,0.99922,0.002843,0.00335,0.99897,0.001921,0.00303,0.998802
4421,0.9,75000,41,0.011897,0.014355,0.999709,0.002387,0.003536,0.9993,0.00259,0.003169,0.999681
4421,0.9,125000,41,0.013694,0.016473,0.999628,0.002263,0.003294,0.99941,0.003477,0.004405,0.999417
4421,0.9,250000,41,0.008672,0.011188,0.999832,0.002703,0.003454,0.99937,0.002047,0.003102,0.999723
4421,0.9,500000,41,0.008571,0.010356,0.999856,0.002659,0.003421,0.999389,0.001389,0.002375,0.999836
4421,0.9,1000000,41,0.010673,0.015094,0.999688,0.003559,0.006111,0.99804,0.002794,0.007167,0.998413
4421,0.9,2000000,41,0.009385,0.011265,0.999824,0.002863,0.003903,0.999183,0.001832,0.002403,0.999817
4421,0.9,4000000,41,0.009613,0.011402,0.999819,0.002895,0.004352,0.998976,0.002168,0.002848,0.99974
4421,0.9,8000000,41,0.00882,0.011485,0.999816,0.003297,0.004755,0.998778,0.002098,0.002885,0.999733
