iteration,cd
1.117000000000000000e+03,-4.534051778470882255e-06
1.118000000000000000e+03,-5.282974581799493308e-06
1.141000000000000000e+03,-7.309707676927956754e-07
1.142000000000000000e+03,-1.445095706622268050e-04
1.143000000000000000e+03,-3.102134263157085847e-04
1.144000000000000000e+03,-4.709055796918992787e-04
1.145000000000000000e+03,-6.019640638991186066e-04
1.146000000000000000e+03,-7.379156045923540574e-04
1.147000000000000000e+03,-7.078386845260076221e-04
1.148000000000000000e+03,-4.579613150559880275e-04
1.149000000000000000e+03,-1.856576763392403517e-04
1.157000000000000000e+03,-2.154029474077390205e-05
1.158000000000000000e+03,-7.617477689758622716e-05
1.159000000000000000e+03,-1.904883574588289719e-04
1.160000000000000000e+03,-3.016863819453041717e-04
1.161000000000000000e+03,-1.985348482751725374e-04
1.162000000000000000e+03,-1.791511479100060811e-04
1.163000000000000000e+03,-1.233682823488513325e-04
1.164000000000000000e+03,-2.417646379461735329e-04
1.165000000000000000e+03,-2.551586263687954936e-04
1.166000000000000000e+03,-2.809333068874708683e-04
1.167000000000000000e+03,-3.339692934379301370e-04
1.168000000000000000e+03,-2.814637535868691476e-04
1.182000000000000000e+03,-7.745190809149704592e-05
1.183000000000000000e+03,-4.317256865292717904e-04
1.184000000000000000e+03,-7.208950935826963224e-04
1.185000000000000000e+03,-7.543900437327055730e-04
1.186000000000000000e+03,-6.214081007635818832e-04
1.187000000000000000e+03,-4.679606297856853114e-04
1.188000000000000000e+03,-1.874883384773429196e-04
1.203000000000000000e+03,-3.263725379206994237e-04
1.204000000000000000e+03,-4.891098604242472003e-04
1.205000000000000000e+03,-5.066838373302129384e-04
1.206000000000000000e+03,-1.624478627486047877e-04
1.237000000000000000e+03,-8.258272445429981623e-05
1.238000000000000000e+03,-4.748238483269773269e-04
1.239000000000000000e+03,-8.102417082682111804e-04
1.240000000000000000e+03,-1.081503959579788177e-03
1.241000000000000000e+03,-1.163714266663146146e-03
1.242000000000000000e+03,-1.256414222620239052e-03
1.243000000000000000e+03,-1.151373008356743055e-03
1.244000000000000000e+03,-9.919239947833446980e-04
1.245000000000000000e+03,-6.757392349963919909e-04
1.246000000000000000e+03,-1.594783546044198363e-04
1.251000000000000000e+03,-1.410918586223497417e-04
1.252000000000000000e+03,-4.381972200963035746e-04
1.253000000000000000e+03,-6.894320525538677469e-04
1.254000000000000000e+03,-9.895371673487862729e-04
1.255000000000000000e+03,-1.259207440069021189e-03
1.256000000000000000e+03,-1.255187375899552427e-03
1.257000000000000000e+03,-1.193840375613652860e-03
1.258000000000000000e+03,-1.206807712786056586e-03
1.259000000000000000e+03,-1.283087698249835151e-03
1.260000000000000000e+03,-8.711672029462491640e-04
1.261000000000000000e+03,-3.253167131398171374e-04
1.287000000000000000e+03,-3.392649493882127221e-04
1.288000000000000000e+03,-6.148529198544139263e-04
1.289000000000000000e+03,-8.105384857482744732e-04
1.290000000000000000e+03,-9.253289401769393407e-04
1.291000000000000000e+03,-7.008436220790614790e-04
1.292000000000000000e+03,-4.247465477967837799e-04
1.293000000000000000e+03,-8.229057558509222936e-05
1.304000000000000000e+03,-2.140278819698360202e-04
1.305000000000000000e+03,-5.359223343545660434e-04
1.306000000000000000e+03,-5.738411493542983077e-04
1.307000000000000000e+03,-4.191314938537804569e-04
1.325000000000000000e+03,-5.140395634029015781e-05
1.326000000000000000e+03,-2.125939193557968565e-04
1.327000000000000000e+03,-1.386888160360699729e-04
1.339000000000000000e+03,-1.786421302138185840e-04
1.340000000000000000e+03,-5.652898941062023397e-04
1.341000000000000000e+03,-8.000193456637050282e-04
1.342000000000000000e+03,-1.068727627902082977e-03
1.343000000000000000e+03,-1.214877637012640177e-03
1.344000000000000000e+03,-1.345982268360496059e-03
1.345000000000000000e+03,-1.426567333970119034e-03
1.346000000000000000e+03,-1.341718977189126916e-03
1.347000000000000000e+03,-1.203756338410966187e-03
1.348000000000000000e+03,-1.290437592530641053e-03
1.349000000000000000e+03,-1.207309524791033706e-03
1.350000000000000000e+03,-1.056755847380408397e-03
1.351000000000000000e+03,-9.380044236848572581e-04
1.352000000000000000e+03,-9.713922866193547279e-04
1.353000000000000000e+03,-1.086494375427071724e-03
1.354000000000000000e+03,-1.265363326884899609e-03
1.355000000000000000e+03,-1.453091793383320951e-03
1.356000000000000000e+03,-1.402756052138992571e-03
1.357000000000000000e+03,-1.180211645612466720e-03
1.358000000000000000e+03,-9.647051161221220639e-04
1.359000000000000000e+03,-7.443477534866682621e-04
1.360000000000000000e+03,-5.047835503524389367e-04
1.361000000000000000e+03,-2.810896432358100938e-04
1.374000000000000000e+03,-1.599749818043116889e-05
1.392000000000000000e+03,-1.178273821653974540e-04
1.393000000000000000e+03,-5.288910399046942157e-04
1.394000000000000000e+03,-9.011636600796124608e-04
1.395000000000000000e+03,-1.219287481857400657e-03
1.396000000000000000e+03,-1.367778065349545269e-03
1.397000000000000000e+03,-1.476547419244800263e-03
1.398000000000000000e+03,-1.298073356866324968e-03
1.399000000000000000e+03,-8.260810076387570255e-04
1.400000000000000000e+03,-2.513060673157152536e-04
1.408000000000000000e+03,-3.596939451804559429e-04
1.409000000000000000e+03,-8.211302410557064224e-04
1.410000000000000000e+03,-1.172147551921159936e-03
1.411000000000000000e+03,-1.391055554480685741e-03
1.412000000000000000e+03,-1.274351958883923608e-03
1.413000000000000000e+03,-1.102632820715931938e-03
1.414000000000000000e+03,-9.029254440348077893e-04
1.415000000000000000e+03,-5.923522332328956530e-04
1.416000000000000000e+03,-1.669073554465549947e-04
1.422000000000000000e+03,-2.197609834987401811e-04
1.423000000000000000e+03,-6.652591871695590076e-04
1.424000000000000000e+03,-8.362056983115817577e-04
1.425000000000000000e+03,-9.496811849042108289e-04
1.426000000000000000e+03,-8.531313794401251815e-04
1.427000000000000000e+03,-5.876785498324932355e-04
1.428000000000000000e+03,-3.522837191992922445e-04
1.429000000000000000e+03,-1.618658732476518924e-04
1.432000000000000000e+03,-3.397278581457330304e-05
1.438000000000000000e+03,-1.089876154589664026e-04
1.439000000000000000e+03,-5.726940922259060596e-04
1.440000000000000000e+03,-8.935409785942871608e-04
1.441000000000000000e+03,-1.093183157561961050e-03
1.442000000000000000e+03,-1.203891262388928629e-03
1.443000000000000000e+03,-1.242026178584404450e-03
1.444000000000000000e+03,-1.097044671626662415e-03
1.445000000000000000e+03,-8.039921750610801165e-04
1.446000000000000000e+03,-5.198400876298137074e-04
1.447000000000000000e+03,-2.843717897968445207e-04
1.448000000000000000e+03,-2.811405106906139650e-05
1.453000000000000000e+03,-2.429275839951894334e-05
1.456000000000000000e+03,-1.611971710938076008e-05
1.457000000000000000e+03,-9.779424091815869247e-05
1.458000000000000000e+03,-8.687481858712930993e-05
1.459000000000000000e+03,-1.031589644024388797e-04
1.460000000000000000e+03,-2.034874447713885814e-04
1.461000000000000000e+03,-2.910363595683695959e-04
1.462000000000000000e+03,-2.942164017447346236e-04
1.463000000000000000e+03,-1.919665737419307128e-04
1.464000000000000000e+03,-4.710200344848480825e-05
1.474000000000000000e+03,-7.960344766638760561e-05
1.475000000000000000e+03,-3.491680447847977931e-04
1.476000000000000000e+03,-5.192120024541668766e-04
1.477000000000000000e+03,-5.289993219937949576e-04
1.478000000000000000e+03,-2.594497600627576617e-04
1.479000000000000000e+03,-1.159975511607069798e-04
1.480000000000000000e+03,-1.209931521786722364e-05
1.482000000000000000e+03,-5.116279752337415943e-05
1.483000000000000000e+03,-4.473328460699588227e-05
1.484000000000000000e+03,-1.023364149056738004e-04
1.485000000000000000e+03,-1.041447495820357894e-04
1.486000000000000000e+03,-2.116267696905260731e-04
1.487000000000000000e+03,-4.074151085886323909e-04
1.488000000000000000e+03,-4.868413482516376067e-04
1.489000000000000000e+03,-5.811589024155572325e-04
1.490000000000000000e+03,-5.124939737694567121e-04
1.491000000000000000e+03,-3.318730557498039691e-04
1.492000000000000000e+03,-2.558259785134797681e-05
1.505000000000000000e+03,-1.002857400858037096e-04
1.506000000000000000e+03,-3.994665678101472217e-04
1.507000000000000000e+03,-7.238227196980084877e-04
1.508000000000000000e+03,-7.322882972616850950e-04
1.509000000000000000e+03,-6.362586631825650763e-04
1.510000000000000000e+03,-4.637292303200091226e-04
1.511000000000000000e+03,-2.712009777944002220e-04
1.520000000000000000e+03,-3.653991008545631747e-04
1.521000000000000000e+03,-8.929218873402200440e-04
1.522000000000000000e+03,-1.439873073547565108e-03
1.523000000000000000e+03,-1.846219604035276296e-03
1.524000000000000000e+03,-2.142493367694814355e-03
1.525000000000000000e+03,-2.262696332786806597e-03
1.526000000000000000e+03,-2.052051578541880250e-03
1.527000000000000000e+03,-1.589684252437134626e-03
1.528000000000000000e+03,-9.703875899064740018e-04
1.529000000000000000e+03,-6.290870321426500489e-05
1.536000000000000000e+03,-1.638461254665490863e-04
1.537000000000000000e+03,-4.351371275413407069e-04
1.538000000000000000e+03,-7.526663212812645387e-04
1.539000000000000000e+03,-9.627023341396978573e-04
1.540000000000000000e+03,-1.264148182828023215e-03
1.541000000000000000e+03,-1.091160803774471333e-03
1.542000000000000000e+03,-8.095249053092501423e-04
1.543000000000000000e+03,-5.941449879677263013e-04
1.544000000000000000e+03,-5.012950160910301101e-04
1.545000000000000000e+03,-4.109369718766908708e-04
1.546000000000000000e+03,-3.190693823014734143e-04
1.547000000000000000e+03,-9.007625795437457228e-05
1.548000000000000000e+03,-6.687989558679108271e-05
1.549000000000000000e+03,-4.429378109718773437e-05
1.550000000000000000e+03,-5.182810471934806706e-05
1.551000000000000000e+03,-2.376133814679382006e-04
1.552000000000000000e+03,-2.236909061521519249e-04
1.553000000000000000e+03,-3.847028699006105334e-04
1.554000000000000000e+03,-4.235690705010064505e-04
1.555000000000000000e+03,-5.247568952551906474e-04
1.556000000000000000e+03,-6.275007547921485074e-04
1.557000000000000000e+03,-9.626206705612982972e-04
1.558000000000000000e+03,-1.299387510103999777e-03
1.559000000000000000e+03,-1.659886591183545868e-03
1.560000000000000000e+03,-2.069206556593566892e-03
1.561000000000000000e+03,-2.307960151337939969e-03
1.562000000000000000e+03,-2.453180749890759849e-03
1.563000000000000000e+03,-2.421650387832596785e-03
1.564000000000000000e+03,-2.069142528829587269e-03
1.565000000000000000e+03,-1.780649308183973600e-03
1.566000000000000000e+03,-1.532595384688612006e-03
1.567000000000000000e+03,-1.425946811959039051e-03
1.568000000000000000e+03,-1.246662901455170003e-03
1.569000000000000000e+03,-1.011136113121119395e-03
1.570000000000000000e+03,-7.024690155672252967e-04
1.571000000000000000e+03,-4.609252642802930122e-04
1.572000000000000000e+03,-2.949121163228762832e-04
1.573000000000000000e+03,-1.105384004882747906e-04
1.574000000000000000e+03,-1.148742559105297989e-04
1.575000000000000000e+03,-6.866577477554480780e-05
1.576000000000000000e+03,-1.312962940025752534e-04
1.577000000000000000e+03,-2.395135213086319048e-04
1.578000000000000000e+03,-2.447401229299650538e-04
1.579000000000000000e+03,-1.257694863056046941e-04
1.580000000000000000e+03,-3.287220337125362768e-05
1.582000000000000000e+03,-2.957632350414352018e-05
1.583000000000000000e+03,-1.008552792213235350e-04
1.584000000000000000e+03,-1.556145112485141091e-04
1.585000000000000000e+03,-2.662649453972765201e-04
1.586000000000000000e+03,-3.146627648357436247e-04
1.587000000000000000e+03,-4.370224340045913980e-04
1.588000000000000000e+03,-6.890064473790147304e-04
1.589000000000000000e+03,-9.185593277305781346e-04
1.590000000000000000e+03,-1.218701937966887305e-03
1.591000000000000000e+03,-1.518016233068186782e-03
1.592000000000000000e+03,-1.749465049715542841e-03
1.593000000000000000e+03,-1.641590613100596396e-03
1.594000000000000000e+03,-1.471216742561731738e-03
1.595000000000000000e+03,-1.294988716681683139e-03
1.596000000000000000e+03,-9.329984692698911619e-04
1.597000000000000000e+03,-6.686387152768091813e-04
1.598000000000000000e+03,-5.455549117713565099e-04
1.599000000000000000e+03,-5.743462942685850781e-04
1.600000000000000000e+03,-6.500591841412661775e-04
1.601000000000000000e+03,-7.356315225386655943e-04
1.602000000000000000e+03,-6.748476468445008258e-04
1.603000000000000000e+03,-5.556820014606944635e-04
1.604000000000000000e+03,-3.346386399339928985e-04
1.634000000000000000e+03,-1.105250997041895555e-04
1.635000000000000000e+03,-5.982596052178101864e-04
1.636000000000000000e+03,-6.929533759052197706e-04
1.637000000000000000e+03,-6.679545767881156504e-04
1.638000000000000000e+03,-7.065747302117675321e-04
1.639000000000000000e+03,-6.660131058153495598e-04
1.640000000000000000e+03,-6.730004936224831535e-04
1.641000000000000000e+03,-7.118030882891090982e-04
1.642000000000000000e+03,-7.210830768394627110e-04
1.643000000000000000e+03,-7.609197623799357491e-04
1.644000000000000000e+03,-7.875993500289502069e-04
1.645000000000000000e+03,-2.024601458549823985e-04
1.677000000000000000e+03,-1.869486160735733815e-04
1.678000000000000000e+03,-3.739420808375193417e-04
1.679000000000000000e+03,-6.915378481767153751e-04
1.680000000000000000e+03,-7.871472759637954120e-04
1.681000000000000000e+03,-8.000889545205225328e-04
1.682000000000000000e+03,-4.650894659955773225e-04
1.683000000000000000e+03,-5.306981263816790140e-05
1.717000000000000000e+03,-2.011561710441867046e-04
1.718000000000000000e+03,-4.852332789706259586e-04
1.719000000000000000e+03,-7.785315531278758083e-04
1.720000000000000000e+03,-9.864743062781844429e-04
1.721000000000000000e+03,-1.015569370346774969e-03
1.722000000000000000e+03,-8.564793438005646742e-04
1.723000000000000000e+03,-6.179342450118308072e-04
1.724000000000000000e+03,-4.009611340902441423e-04
1.725000000000000000e+03,-1.507707387871370930e-04
1.730000000000000000e+03,-9.569620780741638910e-05
1.731000000000000000e+03,-4.368374292076093734e-04
1.732000000000000000e+03,-6.015932180581939903e-04
1.733000000000000000e+03,-5.929215246425478814e-04
1.734000000000000000e+03,-4.890694474677104164e-04
1.735000000000000000e+03,-3.579547958683648723e-04
1.736000000000000000e+03,-1.513514614112365653e-04
1.775000000000000000e+03,-1.970669078451281475e-04
1.776000000000000000e+03,-3.023602062405816859e-04
1.777000000000000000e+03,-2.015074913290504366e-04
1.785000000000000000e+03,-1.574664736908037987e-04
1.786000000000000000e+03,-3.370615740207472122e-04
1.787000000000000000e+03,-4.661172354943898810e-04
1.788000000000000000e+03,-4.823827878446262929e-04
1.789000000000000000e+03,-2.758867145451204816e-04
1.812000000000000000e+03,-5.073053595536503035e-04
1.813000000000000000e+03,-9.628128228692522939e-04
1.814000000000000000e+03,-9.270803908842661922e-04
1.815000000000000000e+03,-8.085637851643623364e-04
1.816000000000000000e+03,-6.908408502110385818e-04
1.817000000000000000e+03,-4.818019671899431700e-04
1.818000000000000000e+03,-3.072527851294970525e-04
1.848000000000000000e+03,-2.034556976235613046e-04
1.849000000000000000e+03,-3.905424336385354689e-04
1.850000000000000000e+03,-5.403394158091934241e-04
1.851000000000000000e+03,-7.212066908121594899e-04
1.852000000000000000e+03,-7.397156205798671724e-04
1.853000000000000000e+03,-6.451043368128905886e-04
1.854000000000000000e+03,-2.208044799370534328e-04
1.864000000000000000e+03,-5.505978442513215221e-05
1.865000000000000000e+03,-9.098665572235264953e-05
1.866000000000000000e+03,-1.367809079191040222e-04
1.867000000000000000e+03,-1.438701826719790411e-05
1.886000000000000000e+03,-2.443864428630371233e-04
1.887000000000000000e+03,-4.033419240035418518e-04
1.888000000000000000e+03,-3.233025847854398283e-04
1.889000000000000000e+03,-1.064208548480494176e-04
1.895000000000000000e+03,-1.370908157974637387e-04
1.896000000000000000e+03,-3.957406284329223478e-04
1.897000000000000000e+03,-4.698212472926399652e-04
1.898000000000000000e+03,-5.034033052136732689e-04
1.899000000000000000e+03,-5.860935960859126048e-04
1.900000000000000000e+03,-6.839723151213783492e-04
1.901000000000000000e+03,-6.838059478779801026e-04
1.902000000000000000e+03,-6.748454865776187805e-04
1.903000000000000000e+03,-5.008172233693097830e-04
1.904000000000000000e+03,-2.328251550515469948e-04
1.934000000000000000e+03,-1.702614728294193913e-04
1.935000000000000000e+03,-8.205196381634027869e-04
1.936000000000000000e+03,-1.365127593388110183e-03
1.937000000000000000e+03,-1.787252386917181912e-03
1.938000000000000000e+03,-1.996097478146774407e-03
1.939000000000000000e+03,-1.782581932861210250e-03
1.940000000000000000e+03,-1.446825032503096242e-03
1.941000000000000000e+03,-1.011177404690394299e-03
1.942000000000000000e+03,-5.966582577450474378e-04
1.943000000000000000e+03,-1.853886551486105816e-04
1.949000000000000000e+03,-8.039371965778974172e-05
1.950000000000000000e+03,-1.504200362390517576e-04
1.951000000000000000e+03,-2.366942614205058693e-04
1.962000000000000000e+03,-2.118547255287872577e-04
1.963000000000000000e+03,-5.369647308177960543e-04
1.964000000000000000e+03,-8.027383529111142835e-04
1.965000000000000000e+03,-8.687953034990092416e-04
1.966000000000000000e+03,-7.078922829668599093e-04
1.967000000000000000e+03,-5.655809977651304887e-04
1.968000000000000000e+03,-1.218586172962443648e-04
1.974000000000000000e+03,-3.380618769076582097e-04
1.975000000000000000e+03,-6.848878343979070138e-04
1.976000000000000000e+03,-8.986279908403949079e-04
1.977000000000000000e+03,-8.433277304169539690e-04
1.978000000000000000e+03,-6.191722999666082750e-04
1.979000000000000000e+03,-4.690651355249986221e-04
1.980000000000000000e+03,-3.057698657255580876e-04
1.981000000000000000e+03,-2.480146692653839580e-04
1.982000000000000000e+03,-2.725126641745512224e-04
1.983000000000000000e+03,-4.794395801066830831e-04
1.984000000000000000e+03,-6.663823903936549886e-04
1.985000000000000000e+03,-7.491017243382025459e-04
1.986000000000000000e+03,-8.000413618367285817e-04
1.987000000000000000e+03,-9.375135209799545510e-04
1.988000000000000000e+03,-3.940326203169530750e-04
1.999000000000000000e+03,-2.574566141413381359e-04
