iteration,cd
2.160000000000000000e+02,-2.798420033804371876e-03
2.170000000000000000e+02,-2.591917914360475361e-03
2.180000000000000000e+02,-2.421684080062325162e-03
2.190000000000000000e+02,-2.234567954581934135e-03
2.200000000000000000e+02,-2.155562170915670261e-03
2.210000000000000000e+02,-2.034894877937232227e-03
2.220000000000000000e+02,-1.855790579570026910e-03
2.230000000000000000e+02,-1.821310410063420315e-03
2.240000000000000000e+02,-1.726500238810019239e-03
2.250000000000000000e+02,-1.410634745332428608e-03
2.260000000000000000e+02,-1.273167999209956491e-03
2.270000000000000000e+02,-1.176039103273324171e-03
2.280000000000000000e+02,-1.128402883565332582e-03
2.290000000000000000e+02,-1.147723314911280879e-03
2.300000000000000000e+02,-1.252265879659653081e-03
2.310000000000000000e+02,-1.212500665812521472e-03
2.320000000000000000e+02,-1.090882221365913063e-03
2.330000000000000000e+02,-8.933276392986688741e-04
2.340000000000000000e+02,-9.760089066618016229e-04
2.350000000000000000e+02,-1.012474539974106413e-03
2.360000000000000000e+02,-1.106978845547168522e-03
2.370000000000000000e+02,-7.368092288724259475e-04
2.380000000000000000e+02,-2.972607457956133459e-04
2.390000000000000000e+02,-3.040569694698347369e-05
2.410000000000000000e+02,-6.288609988730486933e-05
2.420000000000000000e+02,-1.567638874572507834e-04
2.430000000000000000e+02,-3.251860872066358876e-04
2.440000000000000000e+02,-3.603734722544549296e-04
2.450000000000000000e+02,-1.836820484362178263e-04
2.460000000000000000e+02,-1.316383240518304021e-05
2.590000000000000000e+02,-4.003100342340748519e-04
2.600000000000000000e+02,-7.988425512225616476e-04
2.610000000000000000e+02,-9.659415254739955881e-04
2.620000000000000000e+02,-9.252928947515448588e-04
2.630000000000000000e+02,-7.985060956981482327e-04
2.640000000000000000e+02,-6.340773145321332294e-04
2.650000000000000000e+02,-4.466694408122307003e-04
2.660000000000000000e+02,-3.999756484311944860e-04
2.670000000000000000e+02,-4.118468211471437712e-04
2.680000000000000000e+02,-3.671333517304142813e-04
2.690000000000000000e+02,-2.416188433028154670e-04
2.700000000000000000e+02,-3.128883232935975034e-04
2.710000000000000000e+02,-2.474117815126353204e-04
2.720000000000000000e+02,-1.906918088831199842e-04
2.730000000000000000e+02,-3.380893895225112189e-04
2.740000000000000000e+02,-5.778302574753202414e-04
2.750000000000000000e+02,-8.519660829045538897e-04
2.760000000000000000e+02,-9.932419882929532928e-04
2.770000000000000000e+02,-1.302036974125120317e-03
2.780000000000000000e+02,-1.583237318548341710e-03
2.790000000000000000e+02,-1.653135246603765207e-03
2.800000000000000000e+02,-1.450033042561887919e-03
2.810000000000000000e+02,-1.368301475248828725e-03
2.820000000000000000e+02,-1.323258553387607339e-03
2.830000000000000000e+02,-1.234891370831436852e-03
2.840000000000000000e+02,-1.133976475987008570e-03
2.850000000000000000e+02,-1.315964703957450688e-03
2.860000000000000000e+02,-1.209368585445597111e-03
2.870000000000000000e+02,-1.107337800742763667e-03
2.880000000000000000e+02,-1.217439746029946868e-03
2.890000000000000000e+02,-1.293312718109923543e-03
2.900000000000000000e+02,-1.188183528363445651e-03
2.910000000000000000e+02,-8.882866965415348037e-04
2.920000000000000000e+02,-7.430396080594370289e-04
2.930000000000000000e+02,-6.156785918038643057e-04
2.940000000000000000e+02,-4.698579811258651873e-04
2.950000000000000000e+02,-5.032178941765663716e-04
2.960000000000000000e+02,-5.940530058279047676e-04
2.970000000000000000e+02,-1.640392361200171401e-04
3.190000000000000000e+02,-2.024777690733670088e-04
3.200000000000000000e+02,-4.632729601680707354e-04
3.210000000000000000e+02,-7.910620483330688124e-04
3.220000000000000000e+02,-8.822798184047186965e-04
3.230000000000000000e+02,-9.766321255776089227e-04
3.240000000000000000e+02,-9.245409985807195863e-04
3.250000000000000000e+02,-5.067154837617438012e-04
3.420000000000000000e+02,-2.349924243115752986e-04
3.430000000000000000e+02,-7.160273880209844233e-04
3.440000000000000000e+02,-1.245558724441875320e-03
3.450000000000000000e+02,-1.347331255883738033e-03
3.460000000000000000e+02,-1.425058763623671121e-03
3.470000000000000000e+02,-1.272325341152347189e-03
3.480000000000000000e+02,-1.082240960517871775e-03
3.490000000000000000e+02,-8.496164651891069397e-04
3.500000000000000000e+02,-3.106486255667895158e-04
3.630000000000000000e+02,-7.543786581776235067e-05
3.640000000000000000e+02,-8.121595311479934409e-04
3.650000000000000000e+02,-1.678063821838077230e-03
3.660000000000000000e+02,-2.297201728997749770e-03
3.670000000000000000e+02,-2.655561146301999020e-03
3.680000000000000000e+02,-2.690526811225446568e-03
3.690000000000000000e+02,-2.592530356301026018e-03
3.700000000000000000e+02,-2.428831004199438759e-03
3.710000000000000000e+02,-2.169252049749853528e-03
3.720000000000000000e+02,-1.608818758162544604e-03
3.730000000000000000e+02,-9.451762640218519529e-04
3.740000000000000000e+02,-3.302009288196072756e-04
3.840000000000000000e+02,-1.000105030178888299e-04
3.850000000000000000e+02,-3.232964906889623791e-04
3.860000000000000000e+02,-3.679501672083640429e-04
3.870000000000000000e+02,-5.336274621496606141e-04
3.880000000000000000e+02,-4.819539885980161920e-04
3.890000000000000000e+02,-4.396363293863725374e-04
3.900000000000000000e+02,-4.359557314327355826e-04
3.910000000000000000e+02,-3.984043149809213258e-04
3.920000000000000000e+02,-4.479782402375676043e-04
3.930000000000000000e+02,-4.539196625404640084e-04
3.940000000000000000e+02,-5.864494249327723008e-04
3.950000000000000000e+02,-7.424803122735856853e-04
3.960000000000000000e+02,-6.873118100859942903e-04
3.970000000000000000e+02,-4.829948628364832963e-04
3.980000000000000000e+02,-3.717797859788263271e-04
3.990000000000000000e+02,-3.209975595301894913e-04
4.000000000000000000e+02,-3.164807466148611415e-04
4.010000000000000000e+02,-3.056366857327463826e-04
4.020000000000000000e+02,-2.979683395597232387e-04
4.030000000000000000e+02,-2.412341859091837737e-04
4.140000000000000000e+02,-2.249809275703951172e-04
4.150000000000000000e+02,-3.318237136891999395e-04
4.160000000000000000e+02,-5.560961658326313284e-04
4.170000000000000000e+02,-6.736289047958865517e-04
4.180000000000000000e+02,-8.772450151833255383e-04
4.190000000000000000e+02,-8.685955809097645197e-04
4.200000000000000000e+02,-9.574873594623001249e-04
4.210000000000000000e+02,-9.349754814162170025e-04
4.220000000000000000e+02,-7.638888001852695009e-04
4.230000000000000000e+02,-7.454121403195901330e-04
4.240000000000000000e+02,-8.009048487109260428e-04
4.250000000000000000e+02,-7.629640644702950780e-04
4.260000000000000000e+02,-6.993509715939039140e-04
4.270000000000000000e+02,-5.629229864684559548e-04
4.280000000000000000e+02,-3.624361476591841935e-04
4.290000000000000000e+02,-1.501164018110345832e-04
4.300000000000000000e+02,-6.566522949455477765e-05
4.660000000000000000e+02,-4.822264329958081408e-04
4.670000000000000000e+02,-9.255190388229861398e-04
4.680000000000000000e+02,-1.265076782418689261e-03
4.690000000000000000e+02,-1.700731800952759443e-03
4.700000000000000000e+02,-2.091793064200986318e-03
4.710000000000000000e+02,-2.000678151373197489e-03
4.720000000000000000e+02,-1.978917264699092682e-03
4.730000000000000000e+02,-1.783349979773168892e-03
4.740000000000000000e+02,-1.607866374453009728e-03
4.750000000000000000e+02,-1.306442930256002111e-03
4.760000000000000000e+02,-1.126791787011527379e-03
4.770000000000000000e+02,-9.509079762789196533e-04
4.780000000000000000e+02,-6.555088255043028944e-04
4.790000000000000000e+02,-3.363929904879880972e-04
4.800000000000000000e+02,-8.115018657281480863e-05
4.840000000000000000e+02,-1.478288508346692343e-04
4.850000000000000000e+02,-2.949115186884621043e-04
4.860000000000000000e+02,-3.817967679268785552e-04
4.870000000000000000e+02,-6.425143865834703760e-05
4.950000000000000000e+02,-2.562856247091405137e-04
4.960000000000000000e+02,-7.876119470498210706e-04
4.970000000000000000e+02,-1.364883336472805242e-03
4.980000000000000000e+02,-1.852722908888021491e-03
4.990000000000000000e+02,-2.286344840760068386e-03
5.000000000000000000e+02,-2.592647842242667977e-03
5.010000000000000000e+02,-2.616269090840145362e-03
5.020000000000000000e+02,-2.457954460130695740e-03
5.030000000000000000e+02,-2.112926459413272395e-03
5.040000000000000000e+02,-1.895965128398263699e-03
5.050000000000000000e+02,-1.545150150923546573e-03
5.060000000000000000e+02,-1.221829938111762548e-03
5.070000000000000000e+02,-1.008318346255282494e-03
5.080000000000000000e+02,-8.505477842993269810e-04
5.090000000000000000e+02,-5.543292363686391777e-04
5.100000000000000000e+02,-3.137727499415710053e-04
5.110000000000000000e+02,-2.318272772782736801e-04
5.120000000000000000e+02,-1.377517743699485653e-04
5.130000000000000000e+02,-1.521426115455581929e-04
5.140000000000000000e+02,-2.812612795917435182e-04
5.150000000000000000e+02,-7.167455122448762594e-04
5.160000000000000000e+02,-1.077549158475216151e-03
5.170000000000000000e+02,-1.299152381454976579e-03
5.180000000000000000e+02,-1.496377319017722085e-03
5.190000000000000000e+02,-1.751506849307693514e-03
5.200000000000000000e+02,-1.988517183444171721e-03
5.210000000000000000e+02,-2.223261714827312607e-03
5.220000000000000000e+02,-2.035820303338514714e-03
5.230000000000000000e+02,-1.792017211397545218e-03
5.240000000000000000e+02,-1.321293072818779946e-03
5.250000000000000000e+02,-9.715726872503716027e-04
5.260000000000000000e+02,-6.361719552779587783e-04
5.270000000000000000e+02,-3.738930964941600266e-05
5.660000000000000000e+02,-3.995647140853098023e-05
5.670000000000000000e+02,-1.851225984665361146e-04
5.680000000000000000e+02,-3.494908361102722072e-04
5.690000000000000000e+02,-3.628945638980973776e-04
5.700000000000000000e+02,-3.249707379439636945e-04
6.050000000000000000e+02,-4.824186155813481314e-05
6.060000000000000000e+02,-1.897188344166522711e-04
6.070000000000000000e+02,-6.952389618275489624e-05
6.280000000000000000e+02,-2.136150377282652890e-05
6.290000000000000000e+02,-3.023697690343052358e-04
6.300000000000000000e+02,-6.740180542388618523e-04
6.310000000000000000e+02,-9.104473091046394462e-04
6.320000000000000000e+02,-1.050170059560928681e-03
6.330000000000000000e+02,-1.170497121205621438e-03
6.340000000000000000e+02,-1.148219822750706776e-03
6.350000000000000000e+02,-9.484568673491788893e-04
6.360000000000000000e+02,-7.483797964846217177e-04
6.370000000000000000e+02,-5.434204891221761091e-04
6.380000000000000000e+02,-3.361113950848537701e-04
6.390000000000000000e+02,-1.911818252538499685e-04
6.400000000000000000e+02,-4.811906748841687786e-05
6.450000000000000000e+02,-1.889145365325251014e-04
6.460000000000000000e+02,-3.817947118631148662e-04
6.470000000000000000e+02,-5.259497701840532002e-04
6.480000000000000000e+02,-6.291101227472728485e-04
6.490000000000000000e+02,-8.283799918570311505e-04
6.500000000000000000e+02,-7.274478487800939419e-04
6.510000000000000000e+02,-7.131062459526660291e-04
6.520000000000000000e+02,-6.222035806338066521e-04
6.530000000000000000e+02,-6.410553575593724851e-04
6.540000000000000000e+02,-5.283879300602423168e-04
6.550000000000000000e+02,-3.448262110903876909e-04
6.560000000000000000e+02,-1.762284258814972304e-04
6.570000000000000000e+02,-5.865168827809408292e-05
6.630000000000000000e+02,-8.824046712582744867e-05
6.640000000000000000e+02,-3.400668403534812256e-04
6.650000000000000000e+02,-5.718289395823528132e-04
6.660000000000000000e+02,-6.631891863234096185e-04
6.670000000000000000e+02,-8.665375787969276100e-04
6.680000000000000000e+02,-9.337698831212715156e-04
6.690000000000000000e+02,-9.849711667966332129e-04
6.700000000000000000e+02,-1.104122117378342205e-03
6.710000000000000000e+02,-1.249803127512050249e-03
6.720000000000000000e+02,-1.186735813374972803e-03
6.730000000000000000e+02,-1.210450526563877638e-03
6.740000000000000000e+02,-1.082268454679902181e-03
6.750000000000000000e+02,-1.201104454862489401e-03
6.760000000000000000e+02,-1.239637439333224345e-03
6.770000000000000000e+02,-1.289463800982021402e-03
6.780000000000000000e+02,-1.292146643098734948e-03
6.790000000000000000e+02,-1.079580915644501315e-03
6.800000000000000000e+02,-9.230327590968590012e-04
6.810000000000000000e+02,-7.442649315213267780e-04
6.820000000000000000e+02,-6.143951446941353645e-04
6.830000000000000000e+02,-5.265889756585484527e-04
6.840000000000000000e+02,-5.147290163100559646e-04
6.850000000000000000e+02,-4.010311523902632125e-04
6.970000000000000000e+02,-1.201852744293352426e-04
6.980000000000000000e+02,-2.303915428475411531e-04
6.990000000000000000e+02,-4.524831965829478886e-04
7.000000000000000000e+02,-6.455141988533363850e-04
7.010000000000000000e+02,-8.537409501394310762e-04
7.020000000000000000e+02,-1.111804846045505446e-03
7.030000000000000000e+02,-1.214784159723092394e-03
7.040000000000000000e+02,-9.450854223845839286e-04
7.050000000000000000e+02,-6.771102834095266143e-04
7.060000000000000000e+02,-1.705192844619063397e-04
7.380000000000000000e+02,-4.347555786951562418e-05
7.390000000000000000e+02,-5.138111916398180323e-04
7.400000000000000000e+02,-1.025088783105476686e-03
7.410000000000000000e+02,-1.085337767196797865e-03
7.420000000000000000e+02,-8.785151756032505421e-04
7.430000000000000000e+02,-5.405052607349580818e-04
7.440000000000000000e+02,-3.262812654440394589e-04
7.450000000000000000e+02,-2.194324456530893919e-04
7.460000000000000000e+02,-1.117004692012257827e-04
7.580000000000000000e+02,-1.415532406991437675e-04
7.590000000000000000e+02,-4.036197868833857338e-04
7.600000000000000000e+02,-7.547778060217336105e-04
7.610000000000000000e+02,-1.250912386252800435e-03
7.620000000000000000e+02,-1.563017033960806268e-03
7.630000000000000000e+02,-1.774455426538451563e-03
7.640000000000000000e+02,-1.961483228367533194e-03
7.650000000000000000e+02,-2.021825819490480347e-03
7.660000000000000000e+02,-1.919954738323459420e-03
7.670000000000000000e+02,-1.801318695029890948e-03
7.680000000000000000e+02,-1.678051535064978284e-03
7.690000000000000000e+02,-1.478117502431819386e-03
7.700000000000000000e+02,-1.226378997375043856e-03
7.710000000000000000e+02,-7.952347464134090771e-04
7.720000000000000000e+02,-5.036834565536885133e-04
7.730000000000000000e+02,-3.111843798978275455e-04
7.740000000000000000e+02,-4.239638575975757107e-05
7.830000000000000000e+02,-9.565601361780085021e-05
7.840000000000000000e+02,-4.594242748109100827e-04
7.850000000000000000e+02,-5.141048627545219407e-04
7.860000000000000000e+02,-6.661725415272323758e-04
7.870000000000000000e+02,-6.942409451475561877e-04
7.880000000000000000e+02,-6.209863145301419696e-04
7.890000000000000000e+02,-5.101354247721012758e-04
7.900000000000000000e+02,-4.193726612232440143e-04
7.910000000000000000e+02,-4.924505067047668661e-04
7.920000000000000000e+02,-5.395269302124194866e-04
7.930000000000000000e+02,-3.431848600315146047e-04
7.940000000000000000e+02,-5.107089297565203800e-05
7.980000000000000000e+02,-1.452903291664642271e-04
7.990000000000000000e+02,-3.462509580903772033e-04
8.000000000000000000e+02,-4.828791126626486019e-04
8.010000000000000000e+02,-6.094994619720295326e-04
8.020000000000000000e+02,-6.614167577363161410e-04
8.030000000000000000e+02,-5.424965719181551460e-04
8.040000000000000000e+02,-2.150611757220644016e-04
8.200000000000000000e+02,-2.225089030905014198e-05
8.210000000000000000e+02,-4.277539536484964433e-04
8.220000000000000000e+02,-7.184260491565341855e-04
8.230000000000000000e+02,-7.707617209245787304e-04
8.240000000000000000e+02,-5.703541841303172433e-04
8.250000000000000000e+02,-1.790788761179551436e-04
8.400000000000000000e+02,-2.096067346078478444e-04
8.410000000000000000e+02,-5.050010955858497130e-04
8.420000000000000000e+02,-6.944074340791694944e-04
8.430000000000000000e+02,-8.611063698062138005e-04
8.440000000000000000e+02,-1.068532804803096203e-03
8.450000000000000000e+02,-1.116938855184462787e-03
8.460000000000000000e+02,-1.017059970292527593e-03
8.470000000000000000e+02,-8.471016140374765246e-04
8.480000000000000000e+02,-6.495880091765826592e-04
8.490000000000000000e+02,-4.137683015599524783e-04
8.500000000000000000e+02,-1.897063643310215042e-04
8.580000000000000000e+02,-3.031452402284806613e-04
8.590000000000000000e+02,-7.598207156883640678e-04
8.600000000000000000e+02,-1.260802196935806307e-03
8.610000000000000000e+02,-1.641708887732240552e-03
8.620000000000000000e+02,-1.800437002508370465e-03
8.630000000000000000e+02,-1.575812606216864253e-03
8.640000000000000000e+02,-1.194736513676020184e-03
8.650000000000000000e+02,-6.150255890329803243e-04
9.040000000000000000e+02,-2.729592530567592767e-05
9.050000000000000000e+02,-3.474628403461466064e-04
9.060000000000000000e+02,-4.593520089835323450e-04
9.070000000000000000e+02,-4.325935445370354682e-04
9.080000000000000000e+02,-1.844388613436165336e-04
9.230000000000000000e+02,-1.790581849347161469e-04
9.240000000000000000e+02,-4.464991771966353440e-04
9.250000000000000000e+02,-4.834301744048030702e-04
9.260000000000000000e+02,-2.683268663014326538e-04
9.270000000000000000e+02,-2.527944099911527687e-05
9.390000000000000000e+02,-2.133631336315999771e-04
9.400000000000000000e+02,-5.003106910327070889e-04
9.410000000000000000e+02,-5.538868505275684750e-04
9.420000000000000000e+02,-5.481213854235666982e-04
9.430000000000000000e+02,-1.991985446055666298e-04
9.480000000000000000e+02,-1.078117164604319722e-04
9.490000000000000000e+02,-4.574568070521423113e-04
9.500000000000000000e+02,-8.082005456923335718e-04
9.510000000000000000e+02,-1.222755965608918194e-03
9.520000000000000000e+02,-1.573489360250507341e-03
9.530000000000000000e+02,-1.802757294696089030e-03
9.540000000000000000e+02,-2.006274922193795884e-03
9.550000000000000000e+02,-1.837264305088626148e-03
9.560000000000000000e+02,-1.537938270966709986e-03
9.570000000000000000e+02,-1.088105123742438840e-03
9.580000000000000000e+02,-6.592030472818422027e-04
9.590000000000000000e+02,-2.736767600657608046e-04
9.760000000000000000e+02,-1.594830183537787605e-04
9.770000000000000000e+02,-4.451427902365523437e-04
9.780000000000000000e+02,-5.533472609459966218e-04
9.790000000000000000e+02,-5.844133906980908399e-04
9.800000000000000000e+02,-3.673509457191304062e-04
9.810000000000000000e+02,-4.789111971176263083e-05
9.930000000000000000e+02,-4.122647583258975956e-04
9.940000000000000000e+02,-1.041117429067955902e-03
9.950000000000000000e+02,-1.464958184133391406e-03
9.960000000000000000e+02,-1.770184401560265242e-03
9.970000000000000000e+02,-1.921105201270228990e-03
9.980000000000000000e+02,-1.865162273864878761e-03
9.990000000000000000e+02,-1.526855134620586085e-03
1.000000000000000000e+03,-7.532692222246839542e-04
1.012000000000000000e+03,-1.163595926646776579e-04
1.013000000000000000e+03,-3.528625799038842548e-04
1.014000000000000000e+03,-3.831889290288603700e-04
1.015000000000000000e+03,-3.218536248975611969e-04
1.016000000000000000e+03,-4.194725094459339498e-04
1.017000000000000000e+03,-5.227178053585079809e-04
1.018000000000000000e+03,-1.126224886047189067e-04
1.026000000000000000e+03,-8.702059732162981120e-05
1.027000000000000000e+03,-2.954651615203751636e-04
1.028000000000000000e+03,-4.052840313400196681e-04
1.029000000000000000e+03,-5.324929238749165350e-04
1.030000000000000000e+03,-5.468943335743270406e-04
1.031000000000000000e+03,-5.970318620205361526e-04
1.032000000000000000e+03,-4.478056298783394951e-04
1.033000000000000000e+03,-3.919830052523665120e-04
1.034000000000000000e+03,-2.649605688593292818e-04
1.035000000000000000e+03,-1.575180030966571998e-04
1.059000000000000000e+03,-1.038715720563243572e-04
1.060000000000000000e+03,-2.329661157050577636e-04
1.061000000000000000e+03,-3.059706529420225252e-04
1.062000000000000000e+03,-2.828533999423843426e-04
1.063000000000000000e+03,-3.354281168629902332e-04
1.064000000000000000e+03,-3.924249043432415096e-04
1.065000000000000000e+03,-2.798218289209175591e-04
1.066000000000000000e+03,-2.167408679467075494e-04
1.067000000000000000e+03,-1.392583757985621506e-04
1.068000000000000000e+03,-5.596278360500694937e-05
1.069000000000000000e+03,-4.934636603670661259e-06
1.076000000000000000e+03,-3.877246772568121447e-04
1.077000000000000000e+03,-6.219966832259338219e-04
1.078000000000000000e+03,-7.140963865851779335e-04
1.079000000000000000e+03,-6.628163668052911017e-04
1.080000000000000000e+03,-5.431450360276757205e-04
1.081000000000000000e+03,-3.753788308755168224e-04
1.082000000000000000e+03,-2.941329749759635792e-04
1.083000000000000000e+03,-3.852609200054313288e-04
1.084000000000000000e+03,-5.356675875777816564e-04
1.085000000000000000e+03,-7.931963350806814361e-04
1.086000000000000000e+03,-1.003477231935417935e-03
1.087000000000000000e+03,-1.138025532822078967e-03
1.088000000000000000e+03,-7.238761506377922039e-04
1.089000000000000000e+03,-3.380013064098186248e-04
1.097000000000000000e+03,-4.256206399738671209e-05
1.098000000000000000e+03,-1.241241040974838672e-04
1.099000000000000000e+03,-1.293214230446704249e-05
1.108000000000000000e+03,-8.065572742027571351e-05
1.109000000000000000e+03,-5.698282363369999715e-05
1.110000000000000000e+03,-1.761157392732859428e-04
1.111000000000000000e+03,-3.726952408713291032e-04
1.112000000000000000e+03,-2.897101755494346786e-04
1.113000000000000000e+03,-1.390332125421611664e-04
1.114000000000000000e+03,-6.253948738929593354e-05
1.115000000000000000e+03,-4.663506741656164856e-05
1.116000000000000000e+03,-7.869678163383020397e-05
