This data is part of the PALMO: OVERFLOW Machine Learning Airfoil Performance Database generated at the NASA Ames Research Center. 
Documentation on the database creation can be found in NASA TM-2024-XXXXXXX.

Dr. Jason K. Cornelius, Aeromechanics Office, NASA Ames Research Center, September 2024. 

PALMO_Release_V1
---------------------------------------------------------------------------------
Airfoil, %Camber, %Thickness, Reynolds#, Mach#, Alpha, cl, ln(Reynolds#)
18,0,18,125000,0.9,-6,-0.477824,11.7360690162844
18,0,18,125000,0.9,-5,-0.397874,11.7360690162844
18,0,18,125000,0.9,-4,-0.317924,11.7360690162844
18,0,18,125000,0.9,-3,-0.238189,11.7360690162844
18,0,18,125000,0.9,-2,-0.158721,11.7360690162844
18,0,18,125000,0.9,-1,-0.079389,11.7360690162844
18,0,18,125000,0.9,0,8e-06,11.7360690162844
18,0,18,125000,0.9,1,0.079418,11.7360690162844
18,0,18,125000,0.9,2,0.158769,11.7360690162844
18,0,18,125000,0.9,3,0.23822,11.7360690162844
18,0,18,125000,0.9,4,0.317898,11.7360690162844
18,0,18,125000,0.9,5,0.397789,11.7360690162844
18,0,18,125000,0.9,6,0.477675,11.7360690162844
18,0,18,125000,0.9,7,0.557458,11.7360690162844
18,0,18,125000,0.9,8,0.636877,11.7360690162844
18,0,18,125000,0.9,9,0.715816,11.7360690162844
18,0,18,125000,0.9,10,0.794289,11.7360690162844
18,0,18,125000,0.9,11,0.872306,11.7360690162844
18,0,18,125000,0.9,12,0.949725,11.7360690162844
18,0,18,125000,0.9,13,1.026485,11.7360690162844
18,0,18,125000,0.9,14,1.101972,11.7360690162844
18,0,18,125000,0.9,15,1.174297,11.7360690162844
18,0,18,125000,0.9,16,1.241861,11.7360690162844
18,0,18,125000,0.9,17,1.304496,11.7360690162844
18,0,18,125000,0.9,18,1.362435,11.7360690162844
18,0,18,125000,0.9,19,1.415671,11.7360690162844
18,0,18,125000,0.9,20,1.464183,11.7360690162844
18,0,18,250000,0.25,-20,-0.659374,12.4292161968444
18,0,18,250000,0.25,-19,-0.669905,12.4292161968444
18,0,18,250000,0.25,-18,-0.695788,12.4292161968444
18,0,18,250000,0.25,-17,-0.73915,12.4292161968444
18,0,18,250000,0.25,-16,-0.797611,12.4292161968444
18,0,18,250000,0.25,-15,-0.863553,12.4292161968444
18,0,18,250000,0.25,-14,-0.922597,12.4292161968444
18,0,18,250000,0.25,-13,-0.956388,12.4292161968444
18,0,18,250000,0.25,-12,-0.954737,12.4292161968444
18,0,18,250000,0.25,-11,-0.922826,12.4292161968444
18,0,18,250000,0.25,-10,-0.870413,12.4292161968444
18,0,18,250000,0.25,-9,-0.804237,12.4292161968444
18,0,18,250000,0.25,-8,-0.728853,12.4292161968444
18,0,18,250000,0.25,-7,-0.647138,12.4292161968444
18,0,18,250000,0.25,-6,-0.560875,12.4292161968444
18,0,18,250000,0.25,-5,-0.471304,12.4292161968444
18,0,18,250000,0.25,-4,-0.379483,12.4292161968444
18,0,18,250000,0.25,-3,-0.286025,12.4292161968444
18,0,18,250000,0.25,-2,-0.191153,12.4292161968444
18,0,18,250000,0.25,-1,-0.095513,12.4292161968444
18,0,18,250000,0.25,0,0.000597,12.4292161968444
18,0,18,250000,0.25,1,0.096696,12.4292161968444
18,0,18,250000,0.25,2,0.19236,12.4292161968444
18,0,18,250000,0.25,3,0.287302,12.4292161968444
18,0,18,250000,0.25,4,0.380764,12.4292161968444
18,0,18,250000,0.25,5,0.472578,12.4292161968444
18,0,18,250000,0.25,6,0.562045,12.4292161968444
18,0,18,250000,0.25,7,0.648219,12.4292161968444
18,0,18,250000,0.25,8,0.729839,12.4292161968444
18,0,18,250000,0.25,9,0.804975,12.4292161968444
18,0,18,250000,0.25,10,0.87076,12.4292161968444
18,0,18,250000,0.25,11,0.922656,12.4292161968444
18,0,18,250000,0.25,12,0.95346,12.4292161968444
18,0,18,250000,0.25,13,0.953931,12.4292161968444
18,0,18,250000,0.25,14,0.92,12.4292161968444
18,0,18,250000,0.25,15,0.860839,12.4292161968444
18,0,18,250000,0.25,16,0.794617,12.4292161968444
18,0,18,250000,0.25,17,0.735681,12.4292161968444
18,0,18,250000,0.25,18,0.692413,12.4292161968444
18,0,18,250000,0.25,19,0.666022,12.4292161968444
18,0,18,250000,0.25,20,0.655496,12.4292161968444
18,0,18,250000,0.35,-20,-0.649374,12.4292161968444
18,0,18,250000,0.35,-19,-0.653185,12.4292161968444
18,0,18,250000,0.35,-18,-0.671035,12.4292161968444
18,0,18,250000,0.35,-17,-0.705859,12.4292161968444
18,0,18,250000,0.35,-16,-0.755918,12.4292161968444
18,0,18,250000,0.35,-15,-0.815098,12.4292161968444
18,0,18,250000,0.35,-14,-0.874656,12.4292161968444
18,0,18,250000,0.35,-13,-0.920481,12.4292161968444
18,0,18,250000,0.35,-12,-0.937,12.4292161968444
18,0,18,250000,0.35,-11,-0.919611,12.4292161968444
18,0,18,250000,0.35,-10,-0.875722,12.4292161968444
18,0,18,250000,0.35,-9,-0.81406,12.4292161968444
18,0,18,250000,0.35,-8,-0.740494,12.4292161968444
18,0,18,250000,0.35,-7,-0.659033,12.4292161968444
18,0,18,250000,0.35,-6,-0.572159,12.4292161968444
18,0,18,250000,0.35,-5,-0.48152,12.4292161968444
18,0,18,250000,0.35,-4,-0.388194,12.4292161968444
18,0,18,250000,0.35,-3,-0.292525,12.4292161968444
18,0,18,250000,0.35,-2,-0.195524,12.4292161968444
18,0,18,250000,0.35,-1,-0.09767,12.4292161968444
18,0,18,250000,0.35,0,0.000635,12.4292161968444
18,0,18,250000,0.35,1,0.09897,12.4292161968444
18,0,18,250000,0.35,2,0.196835,12.4292161968444
18,0,18,250000,0.35,3,0.293859,12.4292161968444
18,0,18,250000,0.35,4,0.389607,12.4292161968444
18,0,18,250000,0.35,5,0.482788,12.4292161968444
18,0,18,250000,0.35,6,0.573334,12.4292161968444
18,0,18,250000,0.35,7,0.660107,12.4292161968444
18,0,18,250000,0.35,8,0.741372,12.4292161968444
18,0,18,250000,0.35,9,0.814629,12.4292161968444
18,0,18,250000,0.35,10,0.875813,12.4292161968444
18,0,18,250000,0.35,11,0.918931,12.4292161968444
18,0,18,250000,0.35,12,0.935109,12.4292161968444
18,0,18,250000,0.35,13,0.918198,12.4292161968444
18,0,18,250000,0.35,14,0.872487,12.4292161968444
18,0,18,250000,0.35,15,0.812897,12.4292161968444
18,0,18,250000,0.35,16,0.753598,12.4292161968444
18,0,18,250000,0.35,17,0.703354,12.4292161968444
18,0,18,250000,0.35,18,0.668264,12.4292161968444
18,0,18,250000,0.35,19,0.650254,12.4292161968444
18,0,18,250000,0.35,20,0.646087,12.4292161968444
18,0,18,250000,0.45,-20,-0.638566,12.4292161968444
18,0,18,250000,0.45,-19,-0.630325,12.4292161968444
18,0,18,250000,0.45,-18,-0.630971,12.4292161968444
18,0,18,250000,0.45,-17,-0.645509,12.4292161968444
18,0,18,250000,0.45,-16,-0.677945,12.4292161968444
18,0,18,250000,0.45,-15,-0.726304,12.4292161968444
18,0,18,250000,0.45,-14,-0.784766,12.4292161968444
18,0,18,250000,0.45,-13,-0.84279,12.4292161968444
18,0,18,250000,0.45,-12,-0.886222,12.4292161968444
18,0,18,250000,0.45,-11,-0.8996,12.4292161968444
18,0,18,250000,0.45,-10,-0.876935,12.4292161968444
18,0,18,250000,0.45,-9,-0.826267,12.4292161968444
18,0,18,250000,0.45,-8,-0.757353,12.4292161968444
18,0,18,250000,0.45,-7,-0.676957,12.4292161968444
18,0,18,250000,0.45,-6,-0.589252,12.4292161968444
18,0,18,250000,0.45,-5,-0.496811,12.4292161968444
18,0,18,250000,0.45,-4,-0.400951,12.4292161968444
18,0,18,250000,0.45,-3,-0.302325,12.4292161968444
18,0,18,250000,0.45,-2,-0.202048,12.4292161968444
18,0,18,250000,0.45,-1,-0.100904,12.4292161968444
18,0,18,250000,0.45,0,0.000665,12.4292161968444
18,0,18,250000,0.45,1,0.102265,12.4292161968444
18,0,18,250000,0.45,2,0.203453,12.4292161968444
18,0,18,250000,0.45,3,0.303736,12.4292161968444
18,0,18,250000,0.45,4,0.402326,12.4292161968444
18,0,18,250000,0.45,5,0.498187,12.4292161968444
18,0,18,250000,0.45,6,0.590445,12.4292161968444
18,0,18,250000,0.45,7,0.677961,12.4292161968444
18,0,18,250000,0.45,8,0.75805,12.4292161968444
18,0,18,250000,0.45,9,0.826512,12.4292161968444
18,0,18,250000,0.45,10,0.8765,12.4292161968444
18,0,18,250000,0.45,11,0.898099,12.4292161968444
18,0,18,250000,0.45,12,0.884281,12.4292161968444
18,0,18,250000,0.45,13,0.841113,12.4292161968444
18,0,18,250000,0.45,14,0.783255,12.4292161968444
18,0,18,250000,0.45,15,0.724324,12.4292161968444
18,0,18,250000,0.45,16,0.675452,12.4292161968444
18,0,18,250000,0.45,17,0.642973,12.4292161968444
18,0,18,250000,0.45,18,0.628203,12.4292161968444
18,0,18,250000,0.45,19,0.627611,12.4292161968444
18,0,18,250000,0.45,20,0.635395,12.4292161968444
18,0,18,250000,0.55,-20,-0.639456,12.4292161968444
18,0,18,250000,0.55,-19,-0.620359,12.4292161968444
18,0,18,250000,0.55,-18,-0.603839,12.4292161968444
18,0,18,250000,0.55,-17,-0.591663,12.4292161968444
18,0,18,250000,0.55,-16,-0.585535,12.4292161968444
18,0,18,250000,0.55,-15,-0.587768,12.4292161968444
18,0,18,250000,0.55,-14,-0.599276,12.4292161968444
18,0,18,250000,0.55,-13,-0.619626,12.4292161968444
18,0,18,250000,0.55,-12,-0.647882,12.4292161968444
18,0,18,250000,0.55,-11,-0.684808,12.4292161968444
18,0,18,250000,0.55,-10,-0.727744,12.4292161968444
18,0,18,250000,0.55,-9,-0.757723,12.4292161968444
18,0,18,250000,0.55,-8,-0.752959,12.4292161968444
18,0,18,250000,0.55,-7,-0.700132,12.4292161968444
18,0,18,250000,0.55,-6,-0.615561,12.4292161968444
18,0,18,250000,0.55,-5,-0.520468,12.4292161968444
18,0,18,250000,0.55,-4,-0.420335,12.4292161968444
18,0,18,250000,0.55,-3,-0.317322,12.4292161968444
18,0,18,250000,0.55,-2,-0.212082,12.4292161968444
18,0,18,250000,0.55,-1,-0.105836,12.4292161968444
18,0,18,250000,0.55,0,0.000713,12.4292161968444
18,0,18,250000,0.55,1,0.107282,12.4292161968444
18,0,18,250000,0.55,2,0.213549,12.4292161968444
18,0,18,250000,0.55,3,0.318796,12.4292161968444
18,0,18,250000,0.55,4,0.421796,12.4292161968444
18,0,18,250000,0.55,5,0.521903,12.4292161968444
18,0,18,250000,0.55,6,0.616729,12.4292161968444
18,0,18,250000,0.55,7,0.700881,12.4292161968444
18,0,18,250000,0.55,8,0.75272,12.4292161968444
18,0,18,250000,0.55,9,0.757052,12.4292161968444
18,0,18,250000,0.55,10,0.726328,12.4292161968444
18,0,18,250000,0.55,11,0.683821,12.4292161968444
18,0,18,250000,0.55,12,0.646974,12.4292161968444
18,0,18,250000,0.55,13,0.618782,12.4292161968444
18,0,18,250000,0.55,14,0.597469,12.4292161968444
18,0,18,250000,0.55,15,0.586315,12.4292161968444
18,0,18,250000,0.55,16,0.583808,12.4292161968444
18,0,18,250000,0.55,17,0.589382,12.4292161968444
18,0,18,250000,0.55,18,0.601248,12.4292161968444
18,0,18,250000,0.55,19,0.617659,12.4292161968444
18,0,18,250000,0.55,20,0.641039,12.4292161968444
18,0,18,250000,0.65,-20,-0.663069,12.4292161968444
18,0,18,250000,0.65,-19,-0.635146,12.4292161968444
18,0,18,250000,0.65,-18,-0.607496,12.4292161968444
18,0,18,250000,0.65,-17,-0.579803,12.4292161968444
18,0,18,250000,0.65,-16,-0.552702,12.4292161968444
18,0,18,250000,0.65,-15,-0.526612,12.4292161968444
18,0,18,250000,0.65,-14,-0.501764,12.4292161968444
18,0,18,250000,0.65,-13,-0.478784,12.4292161968444
18,0,18,250000,0.65,-12,-0.459618,12.4292161968444
18,0,18,250000,0.65,-11,-0.443542,12.4292161968444
18,0,18,250000,0.65,-10,-0.431949,12.4292161968444
18,0,18,250000,0.65,-9,-0.425923,12.4292161968444
18,0,18,250000,0.65,-8,-0.429626,12.4292161968444
18,0,18,250000,0.65,-7,-0.442184,12.4292161968444
18,0,18,250000,0.65,-6,-0.462706,12.4292161968444
18,0,18,250000,0.65,-5,-0.463489,12.4292161968444
18,0,18,250000,0.65,-4,-0.42134,12.4292161968444
18,0,18,250000,0.65,-3,-0.339379,12.4292161968444
18,0,18,250000,0.65,-2,-0.230268,12.4292161968444
18,0,18,250000,0.65,-1,-0.114801,12.4292161968444
18,0,18,250000,0.65,0,0.000797,12.4292161968444
18,0,18,250000,0.65,1,0.116378,12.4292161968444
18,0,18,250000,0.65,2,0.231884,12.4292161968444
18,0,18,250000,0.65,3,0.340898,12.4292161968444
18,0,18,250000,0.65,4,0.42262,12.4292161968444
18,0,18,250000,0.65,5,0.463761,12.4292161968444
18,0,18,250000,0.65,6,0.461791,12.4292161968444
18,0,18,250000,0.65,7,0.442492,12.4292161968444
18,0,18,250000,0.65,8,0.428413,12.4292161968444
18,0,18,250000,0.65,9,0.424813,12.4292161968444
18,0,18,250000,0.65,10,0.430442,12.4292161968444
18,0,18,250000,0.65,11,0.442491,12.4292161968444
18,0,18,250000,0.65,12,0.458687,12.4292161968444
18,0,18,250000,0.65,13,0.477342,12.4292161968444
18,0,18,250000,0.65,14,0.499819,12.4292161968444
18,0,18,250000,0.65,15,0.524553,12.4292161968444
18,0,18,250000,0.65,16,0.550507,12.4292161968444
18,0,18,250000,0.65,17,0.577376,12.4292161968444
18,0,18,250000,0.65,18,0.604821,12.4292161968444
18,0,18,250000,0.65,19,0.632427,12.4292161968444
18,0,18,250000,0.65,20,0.659881,12.4292161968444
18,0,18,250000,0.7,-20,-0.691641,12.4292161968444
18,0,18,250000,0.7,-19,-0.658808,12.4292161968444
18,0,18,250000,0.7,-18,-0.625415,12.4292161968444
18,0,18,250000,0.7,-17,-0.59118,12.4292161968444
18,0,18,250000,0.7,-16,-0.556249,12.4292161968444
18,0,18,250000,0.7,-15,-0.52096,12.4292161968444
18,0,18,250000,0.7,-14,-0.48556,12.4292161968444
18,0,18,250000,0.7,-13,-0.450228,12.4292161968444
18,0,18,250000,0.7,-12,-0.415435,12.4292161968444
18,0,18,250000,0.7,-11,-0.382164,12.4292161968444
18,0,18,250000,0.7,-10,-0.350527,12.4292161968444
18,0,18,250000,0.7,-9,-0.323413,12.4292161968444
18,0,18,250000,0.7,-8,-0.299802,12.4292161968444
18,0,18,250000,0.7,-7,-0.282146,12.4292161968444
18,0,18,250000,0.7,-6,-0.273659,12.4292161968444
18,0,18,250000,0.7,-5,-0.275011,12.4292161968444
18,0,18,250000,0.7,-4,-0.279825,12.4292161968444
18,0,18,250000,0.7,-3,-0.267541,12.4292161968444
18,0,18,250000,0.7,-2,-0.212467,12.4292161968444
18,0,18,250000,0.7,-1,-0.117265,12.4292161968444
18,0,18,250000,0.7,0,0.000883,12.4292161968444
18,0,18,250000,0.7,1,0.118931,12.4292161968444
18,0,18,250000,0.7,2,0.214032,12.4292161968444
18,0,18,250000,0.7,3,0.269758,12.4292161968444
18,0,18,250000,0.7,4,0.27977,12.4292161968444
18,0,18,250000,0.7,5,0.275156,12.4292161968444
18,0,18,250000,0.7,6,0.273403,12.4292161968444
18,0,18,250000,0.7,7,0.281088,12.4292161968444
18,0,18,250000,0.7,8,0.297385,12.4292161968444
18,0,18,250000,0.7,9,0.322419,12.4292161968444
18,0,18,250000,0.7,10,0.348439,12.4292161968444
18,0,18,250000,0.7,11,0.380936,12.4292161968444
18,0,18,250000,0.7,12,0.413901,12.4292161968444
18,0,18,250000,0.7,13,0.448336,12.4292161968444
18,0,18,250000,0.7,14,0.483456,12.4292161968444
18,0,18,250000,0.7,15,0.518706,12.4292161968444
18,0,18,250000,0.7,16,0.553815,12.4292161968444
18,0,18,250000,0.7,17,0.588472,12.4292161968444
18,0,18,250000,0.7,18,0.622477,12.4292161968444
18,0,18,250000,0.7,19,0.655534,12.4292161968444
18,0,18,250000,0.7,20,0.687429,12.4292161968444
18,0,18,250000,0.75,-20,-0.743299,12.4292161968444
18,0,18,250000,0.75,-19,-0.702132,12.4292161968444
18,0,18,250000,0.75,-18,-0.665599,12.4292161968444
18,0,18,250000,0.75,-17,-0.623576,12.4292161968444
18,0,18,250000,0.75,-16,-0.579419,12.4292161968444
18,0,18,250000,0.75,-15,-0.533435,12.4292161968444
18,0,18,250000,0.75,-14,-0.485823,12.4292161968444
18,0,18,250000,0.75,-13,-0.437009,12.4292161968444
18,0,18,250000,0.75,-12,-0.387461,12.4292161968444
18,0,18,250000,0.75,-11,-0.337757,12.4292161968444
18,0,18,250000,0.75,-10,-0.288289,12.4292161968444
18,0,18,250000,0.75,-9,-0.240482,12.4292161968444
18,0,18,250000,0.75,-8,-0.195011,12.4292161968444
18,0,18,250000,0.75,-7,-0.152202,12.4292161968444
18,0,18,250000,0.75,-6,-0.113427,12.4292161968444
18,0,18,250000,0.75,-5,-0.081796,12.4292161968444
18,0,18,250000,0.75,-4,-0.056054,12.4292161968444
18,0,18,250000,0.75,-3,-0.04025,12.4292161968444
18,0,18,250000,0.75,-2,-0.032353,12.4292161968444
18,0,18,250000,0.75,-1,-0.024411,12.4292161968444
18,0,18,250000,0.75,0,0.001036,12.4292161968444
18,0,18,250000,0.75,1,0.025615,12.4292161968444
18,0,18,250000,0.75,2,0.034383,12.4292161968444
18,0,18,250000,0.75,3,0.040835,12.4292161968444
18,0,18,250000,0.75,4,0.055464,12.4292161968444
18,0,18,250000,0.75,5,0.081092,12.4292161968444
18,0,18,250000,0.75,6,0.112076,12.4292161968444
18,0,18,250000,0.75,7,0.151265,12.4292161968444
18,0,18,250000,0.75,8,0.193914,12.4292161968444
18,0,18,250000,0.75,9,0.239266,12.4292161968444
18,0,18,250000,0.75,10,0.287054,12.4292161968444
18,0,18,250000,0.75,11,0.336158,12.4292161968444
18,0,18,250000,0.75,12,0.38559,12.4292161968444
18,0,18,250000,0.75,13,0.434837,12.4292161968444
18,0,18,250000,0.75,14,0.483358,12.4292161968444
18,0,18,250000,0.75,15,0.530671,12.4292161968444
18,0,18,250000,0.75,16,0.576373,12.4292161968444
18,0,18,250000,0.75,17,0.620178,12.4292161968444
18,0,18,250000,0.75,18,0.661934,12.4292161968444
18,0,18,250000,0.75,19,0.701279,12.4292161968444
18,0,18,250000,0.75,20,0.738491,12.4292161968444
18,0,18,250000,0.8,-20,-0.841242,12.4292161968444
18,0,18,250000,0.8,-19,-0.800296,12.4292161968444
18,0,18,250000,0.8,-18,-0.755598,12.4292161968444
18,0,18,250000,0.8,-17,-0.709561,12.4292161968444
18,0,18,250000,0.8,-16,-0.653433,12.4292161968444
18,0,18,250000,0.8,-15,-0.595114,12.4292161968444
18,0,18,250000,0.8,-14,-0.531107,12.4292161968444
18,0,18,250000,0.8,-13,-0.460545,12.4292161968444
18,0,18,250000,0.8,-12,-0.381523,12.4292161968444
18,0,18,250000,0.8,-11,-0.288704,12.4292161968444
18,0,18,250000,0.8,-10,-0.181423,12.4292161968444
18,0,18,250000,0.8,-9,-0.084143,12.4292161968444
18,0,18,250000,0.8,-8,-0.003325,12.4292161968444
18,0,18,250000,0.8,-7,0.059509,12.4292161968444
18,0,18,250000,0.8,-6,0.104794,12.4292161968444
18,0,18,250000,0.8,-5,0.130656,12.4292161968444
18,0,18,250000,0.8,-4,0.136188,12.4292161968444
18,0,18,250000,0.8,-3,0.12074,12.4292161968444
18,0,18,250000,0.8,-2,0.088945,12.4292161968444
18,0,18,250000,0.8,-1,0.027339,12.4292161968444
18,0,18,250000,0.8,0,0.000135,12.4292161968444
18,0,18,250000,0.8,1,-0.026317,12.4292161968444
18,0,18,250000,0.8,2,-0.088319,12.4292161968444
18,0,18,250000,0.8,3,-0.120312,12.4292161968444
18,0,18,250000,0.8,4,-0.136322,12.4292161968444
18,0,18,250000,0.8,5,-0.130722,12.4292161968444
18,0,18,250000,0.8,6,-0.105498,12.4292161968444
18,0,18,250000,0.8,7,-0.06091,12.4292161968444
18,0,18,250000,0.8,8,0.001561,12.4292161968444
18,0,18,250000,0.8,9,0.081832,12.4292161968444
18,0,18,250000,0.8,10,0.178569,12.4292161968444
18,0,18,250000,0.8,11,0.285585,12.4292161968444
18,0,18,250000,0.8,12,0.37817,12.4292161968444
18,0,18,250000,0.8,13,0.45703,12.4292161968444
18,0,18,250000,0.8,14,0.52741,12.4292161968444
18,0,18,250000,0.8,15,0.591175,12.4292161968444
18,0,18,250000,0.8,16,0.649203,12.4292161968444
18,0,18,250000,0.8,17,0.702056,12.4292161968444
18,0,18,250000,0.8,18,0.750711,12.4292161968444
18,0,18,250000,0.8,19,0.795213,12.4292161968444
18,0,18,250000,0.8,20,0.836037,12.4292161968444
18,0,18,250000,0.85,-20,-1.070409,12.4292161968444
18,0,18,250000,0.85,-19,-1.030852,12.4292161968444
18,0,18,250000,0.85,-18,-0.985677,12.4292161968444
18,0,18,250000,0.85,-17,-0.93411,12.4292161968444
18,0,18,250000,0.85,-16,-0.875376,12.4292161968444
18,0,18,250000,0.85,-15,-0.809046,12.4292161968444
18,0,18,250000,0.85,-14,-0.7343,12.4292161968444
18,0,18,250000,0.85,-13,-0.651707,12.4292161968444
18,0,18,250000,0.85,-12,-0.564091,12.4292161968444
18,0,18,250000,0.85,-11,-0.475041,12.4292161968444
18,0,18,250000,0.85,-10,-0.388175,12.4292161968444
18,0,18,250000,0.85,-9,-0.304569,12.4292161968444
18,0,18,250000,0.85,-8,-0.225265,12.4292161968444
18,0,18,250000,0.85,-7,-0.151348,12.4292161968444
18,0,18,250000,0.85,-6,-0.084998,12.4292161968444
18,0,18,250000,0.85,-5,-0.030532,12.4292161968444
18,0,18,250000,0.85,-4,0.006917,12.4292161968444
18,0,18,250000,0.85,-3,0.025764,12.4292161968444
18,0,18,250000,0.85,-2,0.028696,12.4292161968444
18,0,18,250000,0.85,-1,0.016211,12.4292161968444
18,0,18,250000,0.85,0,-0.00457,12.4292161968444
18,0,18,250000,0.85,1,-0.023135,12.4292161968444
18,0,18,250000,0.85,2,-0.030779,12.4292161968444
18,0,18,250000,0.85,3,-0.02697,12.4292161968444
18,0,18,250000,0.85,4,-0.008135,12.4292161968444
18,0,18,250000,0.85,5,0.028849,12.4292161968444
18,0,18,250000,0.85,6,0.082707,12.4292161968444
18,0,18,250000,0.85,7,0.148488,12.4292161968444
18,0,18,250000,0.85,8,0.222157,12.4292161968444
18,0,18,250000,0.85,9,0.301132,12.4292161968444
18,0,18,250000,0.85,10,0.384088,12.4292161968444
18,0,18,250000,0.85,11,0.46995,12.4292161968444
18,0,18,250000,0.85,12,0.557901,12.4292161968444
18,0,18,250000,0.85,13,0.64482,12.4292161968444
18,0,18,250000,0.85,14,0.726225,12.4292161968444
18,0,18,250000,0.85,15,0.799345,12.4292161968444
18,0,18,250000,0.85,16,0.864523,12.4292161968444
18,0,18,250000,0.85,17,0.922336,12.4292161968444
18,0,18,250000,0.85,18,0.973069,12.4292161968444
18,0,18,250000,0.85,19,1.017814,12.4292161968444
18,0,18,250000,0.85,20,1.056903,12.4292161968444
18,0,18,250000,0.9,-20,-1.483085,12.4292161968444
18,0,18,250000,0.9,-19,-1.43382,12.4292161968444
18,0,18,250000,0.9,-18,-1.379827,12.4292161968444
18,0,18,250000,0.9,-17,-1.321002,12.4292161968444
18,0,18,250000,0.9,-16,-1.257424,12.4292161968444
18,0,18,250000,0.9,-15,-1.188697,12.4292161968444
18,0,18,250000,0.9,-14,-1.115593,12.4292161968444
18,0,18,250000,0.9,-13,-1.039643,12.4292161968444
18,0,18,250000,0.9,-12,-0.961916,12.4292161968444
18,0,18,250000,0.9,-11,-0.883405,12.4292161968444
18,0,18,250000,0.9,-10,-0.80451,12.4292161968444
18,0,18,250000,0.9,-9,-0.725196,12.4292161968444
18,0,18,250000,0.9,-8,-0.645447,12.4292161968444
18,0,18,250000,0.9,-7,-0.56524,12.4292161968444
18,0,18,250000,0.9,-6,-0.484622,12.4292161968444
18,0,18,250000,0.9,-5,-0.403788,12.4292161968444
18,0,18,250000,0.9,-4,-0.322924,12.4292161968444
18,0,18,250000,0.9,-3,-0.242143,12.4292161968444
18,0,18,250000,0.9,-2,-0.161553,12.4292161968444
18,0,18,250000,0.9,-1,-0.080869,12.4292161968444
18,0,18,250000,0.9,0,3.1e-05,12.4292161968444
18,0,18,250000,0.9,1,0.080938,12.4292161968444
18,0,18,250000,0.9,2,0.161623,12.4292161968444
18,0,18,250000,0.9,3,0.242186,12.4292161968444
18,0,18,250000,0.9,4,0.32291,12.4292161968444
18,0,18,250000,0.9,5,0.403703,12.4292161968444
18,0,18,250000,0.9,6,0.484472,12.4292161968444
18,0,18,250000,0.9,7,0.565063,12.4292161968444
18,0,18,250000,0.9,8,0.645234,12.4292161968444
18,0,18,250000,0.9,9,0.724902,12.4292161968444
18,0,18,250000,0.9,10,0.804104,12.4292161968444
18,0,18,250000,0.9,11,0.882844,12.4292161968444
18,0,18,250000,0.9,12,0.961001,12.4292161968444
18,0,18,250000,0.9,13,1.038491,12.4292161968444
18,0,18,250000,0.9,14,1.114771,12.4292161968444
18,0,18,250000,0.9,15,1.187748,12.4292161968444
18,0,18,250000,0.9,16,1.255915,12.4292161968444
18,0,18,250000,0.9,17,1.319202,12.4292161968444
18,0,18,250000,0.9,18,1.377928,12.4292161968444
18,0,18,250000,0.9,19,1.432014,12.4292161968444
18,0,18,250000,0.9,20,1.481307,12.4292161968444
18,0,18,500000,0.25,-20,-0.648303,13.1223633774043
18,0,18,500000,0.25,-19,-0.647886,13.1223633774043
18,0,18,500000,0.25,-18,-0.656332,13.1223633774043
18,0,18,500000,0.25,-17,-0.677627,13.1223633774043
18,0,18,500000,0.25,-16,-0.713456,13.1223633774043
18,0,18,500000,0.25,-15,-0.763464,13.1223633774043
18,0,18,500000,0.25,-14,-0.819887,13.1223633774043
18,0,18,500000,0.25,-13,-0.866845,13.1223633774043
18,0,18,500000,0.25,-12,-0.885932,13.1223633774043
18,0,18,500000,0.25,-11,-0.871279,13.1223633774043
18,0,18,500000,0.25,-10,-0.830612,13.1223633774043
18,0,18,500000,0.25,-9,-0.772637,13.1223633774043
18,0,18,500000,0.25,-8,-0.703025,13.1223633774043
18,0,18,500000,0.25,-7,-0.625569,13.1223633774043
18,0,18,500000,0.25,-6,-0.542872,13.1223633774043
18,0,18,500000,0.25,-5,-0.456558,13.1223633774043
18,0,18,500000,0.25,-4,-0.367635,13.1223633774043
18,0,18,500000,0.25,-3,-0.277154,13.1223633774043
18,0,18,500000,0.25,-2,-0.18542,13.1223633774043
18,0,18,500000,0.25,-1,-0.092653,13.1223633774043
18,0,18,500000,0.25,0,0.000554,13.1223633774043
18,0,18,500000,0.25,1,0.093771,13.1223633774043
18,0,18,500000,0.25,2,0.186582,13.1223633774043
18,0,18,500000,0.25,3,0.278337,13.1223633774043
18,0,18,500000,0.25,4,0.368797,13.1223633774043
18,0,18,500000,0.25,5,0.457646,13.1223633774043
18,0,18,500000,0.25,6,0.543889,13.1223633774043
18,0,18,500000,0.25,7,0.626508,13.1223633774043
18,0,18,500000,0.25,8,0.703771,13.1223633774043
18,0,18,500000,0.25,9,0.773107,13.1223633774043
18,0,18,500000,0.25,10,0.830625,13.1223633774043
18,0,18,500000,0.25,11,0.870448,13.1223633774043
18,0,18,500000,0.25,12,0.883736,13.1223633774043
18,0,18,500000,0.25,13,0.864154,13.1223633774043
18,0,18,500000,0.25,14,0.817268,13.1223633774043
18,0,18,500000,0.25,15,0.760707,13.1223633774043
18,0,18,500000,0.25,16,0.710374,13.1223633774043
18,0,18,500000,0.25,17,0.674038,13.1223633774043
18,0,18,500000,0.25,18,0.653015,13.1223633774043
