This data is part of the PALMO: OVERFLOW Machine Learning Airfoil Performance Database generated at the NASA Ames Research Center. 
Documentation on the database creation can be found in NASA TM-2024-XXXXXXX.

Dr. Jason K. Cornelius, Aeromechanics Office, NASA Ames Research Center, September 2024. 

PALMO_Release_V1
---------------------------------------------------------------------------------
Airfoil, %Camber, %Thickness, Reynolds#, Mach#, Alpha, cd, ln(Reynolds#)
4406,4,6,75000,0.9,20,0.714548,11.2252433925184
4406,4,6,125000,0.25,-20,0.305709,11.7360690162844
4406,4,6,125000,0.25,-19,0.285462,11.7360690162844
4406,4,6,125000,0.25,-18,0.265845,11.7360690162844
4406,4,6,125000,0.25,-17,0.246876,11.7360690162844
4406,4,6,125000,0.25,-16,0.228586,11.7360690162844
4406,4,6,125000,0.25,-15,0.210983,11.7360690162844
4406,4,6,125000,0.25,-14,0.194039,11.7360690162844
4406,4,6,125000,0.25,-13,0.177781,11.7360690162844
4406,4,6,125000,0.25,-12,0.162231,11.7360690162844
4406,4,6,125000,0.25,-11,0.147207,11.7360690162844
4406,4,6,125000,0.25,-10,0.13298,11.7360690162844
4406,4,6,125000,0.25,-9,0.118791,11.7360690162844
4406,4,6,125000,0.25,-8,0.104001,11.7360690162844
4406,4,6,125000,0.25,-7,0.090159,11.7360690162844
4406,4,6,125000,0.25,-6,0.0755,11.7360690162844
4406,4,6,125000,0.25,-5,0.057953,11.7360690162844
4406,4,6,125000,0.25,-4,0.036833,11.7360690162844
4406,4,6,125000,0.25,-3,0.019283,11.7360690162844
4406,4,6,125000,0.25,-2,0.015581,11.7360690162844
4406,4,6,125000,0.25,-1,0.01431,11.7360690162844
4406,4,6,125000,0.25,0,0.013927,11.7360690162844
4406,4,6,125000,0.25,1,0.014124,11.7360690162844
4406,4,6,125000,0.25,2,0.01482,11.7360690162844
4406,4,6,125000,0.25,3,0.016033,11.7360690162844
4406,4,6,125000,0.25,4,0.017862,11.7360690162844
4406,4,6,125000,0.25,5,0.020517,11.7360690162844
4406,4,6,125000,0.25,6,0.024439,11.7360690162844
4406,4,6,125000,0.25,7,0.030685,11.7360690162844
4406,4,6,125000,0.25,8,0.041054,11.7360690162844
4406,4,6,125000,0.25,9,0.057526,11.7360690162844
4406,4,6,125000,0.25,10,0.081393,11.7360690162844
4406,4,6,125000,0.25,11,0.121449,11.7360690162844
4406,4,6,125000,0.25,12,0.155625,11.7360690162844
4406,4,6,125000,0.25,13,0.188451,11.7360690162844
4406,4,6,125000,0.25,14,0.213524,11.7360690162844
4406,4,6,125000,0.25,15,0.238151,11.7360690162844
4406,4,6,125000,0.25,16,0.262032,11.7360690162844
4406,4,6,125000,0.25,17,0.284814,11.7360690162844
4406,4,6,125000,0.25,18,0.308203,11.7360690162844
4406,4,6,125000,0.25,19,0.332152,11.7360690162844
4406,4,6,125000,0.25,20,0.355344,11.7360690162844
4406,4,6,125000,0.35,-20,0.309516,11.7360690162844
4406,4,6,125000,0.35,-19,0.28885,11.7360690162844
4406,4,6,125000,0.35,-18,0.268813,11.7360690162844
4406,4,6,125000,0.35,-17,0.249485,11.7360690162844
4406,4,6,125000,0.35,-16,0.230817,11.7360690162844
4406,4,6,125000,0.35,-15,0.212781,11.7360690162844
4406,4,6,125000,0.35,-14,0.195573,11.7360690162844
4406,4,6,125000,0.35,-13,0.178953,11.7360690162844
4406,4,6,125000,0.35,-12,0.163082,11.7360690162844
4406,4,6,125000,0.35,-11,0.147854,11.7360690162844
4406,4,6,125000,0.35,-10,0.133163,11.7360690162844
4406,4,6,125000,0.35,-9,0.118935,11.7360690162844
4406,4,6,125000,0.35,-8,0.104816,11.7360690162844
4406,4,6,125000,0.35,-7,0.090642,11.7360690162844
4406,4,6,125000,0.35,-6,0.075782,11.7360690162844
4406,4,6,125000,0.35,-5,0.05925,11.7360690162844
4406,4,6,125000,0.35,-4,0.039554,11.7360690162844
4406,4,6,125000,0.35,-3,0.020777,11.7360690162844
4406,4,6,125000,0.35,-2,0.015958,11.7360690162844
4406,4,6,125000,0.35,-1,0.014638,11.7360690162844
4406,4,6,125000,0.35,0,0.014279,11.7360690162844
4406,4,6,125000,0.35,1,0.014506,11.7360690162844
4406,4,6,125000,0.35,2,0.015228,11.7360690162844
4406,4,6,125000,0.35,3,0.01646,11.7360690162844
4406,4,6,125000,0.35,4,0.018305,11.7360690162844
4406,4,6,125000,0.35,5,0.020997,11.7360690162844
4406,4,6,125000,0.35,6,0.025128,11.7360690162844
4406,4,6,125000,0.35,7,0.032041,11.7360690162844
4406,4,6,125000,0.35,8,0.04342,11.7360690162844
4406,4,6,125000,0.35,9,0.060724,11.7360690162844
4406,4,6,125000,0.35,10,0.086042,11.7360690162844
4406,4,6,125000,0.35,11,0.125906,11.7360690162844
4406,4,6,125000,0.35,12,0.160545,11.7360690162844
4406,4,6,125000,0.35,13,0.190648,11.7360690162844
4406,4,6,125000,0.35,14,0.216888,11.7360690162844
4406,4,6,125000,0.35,15,0.241417,11.7360690162844
4406,4,6,125000,0.35,16,0.265262,11.7360690162844
4406,4,6,125000,0.35,17,0.289619,11.7360690162844
4406,4,6,125000,0.35,18,0.312989,11.7360690162844
4406,4,6,125000,0.35,19,0.337629,11.7360690162844
4406,4,6,125000,0.35,20,0.361185,11.7360690162844
4406,4,6,125000,0.45,-20,0.316546,11.7360690162844
4406,4,6,125000,0.45,-19,0.295257,11.7360690162844
4406,4,6,125000,0.45,-18,0.274351,11.7360690162844
4406,4,6,125000,0.45,-17,0.253962,11.7360690162844
4406,4,6,125000,0.45,-16,0.234853,11.7360690162844
4406,4,6,125000,0.45,-15,0.216556,11.7360690162844
4406,4,6,125000,0.45,-14,0.198157,11.7360690162844
4406,4,6,125000,0.45,-13,0.181598,11.7360690162844
4406,4,6,125000,0.45,-12,0.164802,11.7360690162844
4406,4,6,125000,0.45,-11,0.149443,11.7360690162844
4406,4,6,125000,0.45,-10,0.134297,11.7360690162844
4406,4,6,125000,0.45,-9,0.119873,11.7360690162844
4406,4,6,125000,0.45,-8,0.105455,11.7360690162844
4406,4,6,125000,0.45,-7,0.091369,11.7360690162844
4406,4,6,125000,0.45,-6,0.076718,11.7360690162844
4406,4,6,125000,0.45,-5,0.060926,11.7360690162844
4406,4,6,125000,0.45,-4,0.042532,11.7360690162844
4406,4,6,125000,0.45,-3,0.023557,11.7360690162844
4406,4,6,125000,0.45,-2,0.016478,11.7360690162844
4406,4,6,125000,0.45,-1,0.014958,11.7360690162844
4406,4,6,125000,0.45,0,0.01461,11.7360690162844
4406,4,6,125000,0.45,1,0.014883,11.7360690162844
4406,4,6,125000,0.45,2,0.015663,11.7360690162844
4406,4,6,125000,0.45,3,0.016963,11.7360690162844
4406,4,6,125000,0.45,4,0.01889,11.7360690162844
4406,4,6,125000,0.45,5,0.021717,11.7360690162844
4406,4,6,125000,0.45,6,0.026237,11.7360690162844
4406,4,6,125000,0.45,7,0.034073,11.7360690162844
4406,4,6,125000,0.45,8,0.046589,11.7360690162844
4406,4,6,125000,0.45,9,0.065331,11.7360690162844
4406,4,6,125000,0.45,10,0.092554,11.7360690162844
4406,4,6,125000,0.45,11,0.13108,11.7360690162844
4406,4,6,125000,0.45,12,0.166685,11.7360690162844
4406,4,6,125000,0.45,13,0.196306,11.7360690162844
4406,4,6,125000,0.45,14,0.222375,11.7360690162844
4406,4,6,125000,0.45,15,0.247257,11.7360690162844
4406,4,6,125000,0.45,16,0.271298,11.7360690162844
4406,4,6,125000,0.45,17,0.296444,11.7360690162844
4406,4,6,125000,0.45,18,0.320629,11.7360690162844
4406,4,6,125000,0.45,19,0.34584,11.7360690162844
4406,4,6,125000,0.45,20,0.369994,11.7360690162844
4406,4,6,125000,0.55,-20,0.327428,11.7360690162844
4406,4,6,125000,0.55,-19,0.304906,11.7360690162844
4406,4,6,125000,0.55,-18,0.283086,11.7360690162844
4406,4,6,125000,0.55,-17,0.262031,11.7360690162844
4406,4,6,125000,0.55,-16,0.241741,11.7360690162844
4406,4,6,125000,0.55,-15,0.222162,11.7360690162844
4406,4,6,125000,0.55,-14,0.203387,11.7360690162844
4406,4,6,125000,0.55,-13,0.185397,11.7360690162844
4406,4,6,125000,0.55,-12,0.168246,11.7360690162844
4406,4,6,125000,0.55,-11,0.151875,11.7360690162844
4406,4,6,125000,0.55,-10,0.136215,11.7360690162844
4406,4,6,125000,0.55,-9,0.121161,11.7360690162844
4406,4,6,125000,0.55,-8,0.106496,11.7360690162844
4406,4,6,125000,0.55,-7,0.092394,11.7360690162844
4406,4,6,125000,0.55,-6,0.078003,11.7360690162844
4406,4,6,125000,0.55,-5,0.062592,11.7360690162844
4406,4,6,125000,0.55,-4,0.045848,11.7360690162844
4406,4,6,125000,0.55,-3,0.027588,11.7360690162844
4406,4,6,125000,0.55,-2,0.017446,11.7360690162844
4406,4,6,125000,0.55,-1,0.015369,11.7360690162844
4406,4,6,125000,0.55,0,0.015024,11.7360690162844
4406,4,6,125000,0.55,1,0.015376,11.7360690162844
4406,4,6,125000,0.55,2,0.016272,11.7360690162844
4406,4,6,125000,0.55,3,0.01772,11.7360690162844
4406,4,6,125000,0.55,4,0.019824,11.7360690162844
4406,4,6,125000,0.55,5,0.022893,11.7360690162844
4406,4,6,125000,0.55,6,0.027825,11.7360690162844
4406,4,6,125000,0.55,7,0.03601,11.7360690162844
4406,4,6,125000,0.55,8,0.049492,11.7360690162844
4406,4,6,125000,0.55,9,0.071723,11.7360690162844
4406,4,6,125000,0.55,10,0.106271,11.7360690162844
4406,4,6,125000,0.55,11,0.139773,11.7360690162844
4406,4,6,125000,0.55,12,0.173292,11.7360690162844
4406,4,6,125000,0.55,13,0.202935,11.7360690162844
4406,4,6,125000,0.55,14,0.230059,11.7360690162844
4406,4,6,125000,0.55,15,0.256254,11.7360690162844
4406,4,6,125000,0.55,16,0.281626,11.7360690162844
4406,4,6,125000,0.55,17,0.307121,11.7360690162844
4406,4,6,125000,0.55,18,0.33263,11.7360690162844
4406,4,6,125000,0.55,19,0.358493,11.7360690162844
4406,4,6,125000,0.55,20,0.384578,11.7360690162844
4406,4,6,125000,0.65,-20,0.346172,11.7360690162844
4406,4,6,125000,0.65,-19,0.321852,11.7360690162844
4406,4,6,125000,0.65,-18,0.298246,11.7360690162844
4406,4,6,125000,0.65,-17,0.275414,11.7360690162844
4406,4,6,125000,0.65,-16,0.253412,11.7360690162844
4406,4,6,125000,0.65,-15,0.232258,11.7360690162844
4406,4,6,125000,0.65,-14,0.211949,11.7360690162844
4406,4,6,125000,0.65,-13,0.192527,11.7360690162844
4406,4,6,125000,0.65,-12,0.174036,11.7360690162844
4406,4,6,125000,0.65,-11,0.156455,11.7360690162844
4406,4,6,125000,0.65,-10,0.139739,11.7360690162844
4406,4,6,125000,0.65,-9,0.123799,11.7360690162844
4406,4,6,125000,0.65,-8,0.108538,11.7360690162844
4406,4,6,125000,0.65,-7,0.093833,11.7360690162844
4406,4,6,125000,0.65,-6,0.079478,11.7360690162844
4406,4,6,125000,0.65,-5,0.064946,11.7360690162844
4406,4,6,125000,0.65,-4,0.049456,11.7360690162844
4406,4,6,125000,0.65,-3,0.0324,11.7360690162844
4406,4,6,125000,0.65,-2,0.019645,11.7360690162844
4406,4,6,125000,0.65,-1,0.016078,11.7360690162844
4406,4,6,125000,0.65,0,0.015733,11.7360690162844
4406,4,6,125000,0.65,1,0.016287,11.7360690162844
4406,4,6,125000,0.65,2,0.017511,11.7360690162844
4406,4,6,125000,0.65,3,0.019502,11.7360690162844
4406,4,6,125000,0.65,4,0.023536,11.7360690162844
4406,4,6,125000,0.65,5,0.031111,11.7360690162844
4406,4,6,125000,0.65,6,0.044042,11.7360690162844
4406,4,6,125000,0.65,7,0.061361,11.7360690162844
4406,4,6,125000,0.65,8,0.095026,11.7360690162844
4406,4,6,125000,0.65,9,0.105027,11.7360690162844
4406,4,6,125000,0.65,10,0.127127,11.7360690162844
4406,4,6,125000,0.65,11,0.155436,11.7360690162844
4406,4,6,125000,0.65,12,0.185614,11.7360690162844
4406,4,6,125000,0.65,13,0.214675,11.7360690162844
4406,4,6,125000,0.65,14,0.242903,11.7360690162844
4406,4,6,125000,0.65,15,0.270227,11.7360690162844
4406,4,6,125000,0.65,16,0.297406,11.7360690162844
4406,4,6,125000,0.65,17,0.324566,11.7360690162844
4406,4,6,125000,0.65,18,0.351838,11.7360690162844
4406,4,6,125000,0.65,19,0.37934,11.7360690162844
4406,4,6,125000,0.65,20,0.40722,11.7360690162844
4406,4,6,125000,0.7,-20,0.361039,11.7360690162844
4406,4,6,125000,0.7,-19,0.33532,11.7360690162844
4406,4,6,125000,0.7,-18,0.310328,11.7360690162844
4406,4,6,125000,0.7,-17,0.286118,11.7360690162844
4406,4,6,125000,0.7,-16,0.262753,11.7360690162844
4406,4,6,125000,0.7,-15,0.240282,11.7360690162844
4406,4,6,125000,0.7,-14,0.218748,11.7360690162844
4406,4,6,125000,0.7,-13,0.19819,11.7360690162844
4406,4,6,125000,0.7,-12,0.178638,11.7360690162844
4406,4,6,125000,0.7,-11,0.160098,11.7360690162844
4406,4,6,125000,0.7,-10,0.142536,11.7360690162844
4406,4,6,125000,0.7,-9,0.125885,11.7360690162844
4406,4,6,125000,0.7,-8,0.110065,11.7360690162844
4406,4,6,125000,0.7,-7,0.094988,11.7360690162844
4406,4,6,125000,0.7,-6,0.080498,11.7360690162844
4406,4,6,125000,0.7,-5,0.066179,11.7360690162844
4406,4,6,125000,0.7,-4,0.05138,11.7360690162844
4406,4,6,125000,0.7,-3,0.035179,11.7360690162844
4406,4,6,125000,0.7,-2,0.02167,11.7360690162844
4406,4,6,125000,0.7,-1,0.016793,11.7360690162844
4406,4,6,125000,0.7,0,0.016478,11.7360690162844
4406,4,6,125000,0.7,1,0.018127,11.7360690162844
4406,4,6,125000,0.7,2,0.023364,11.7360690162844
4406,4,6,125000,0.7,3,0.032325,11.7360690162844
4406,4,6,125000,0.7,4,0.043435,11.7360690162844
4406,4,6,125000,0.7,5,0.055994,11.7360690162844
4406,4,6,125000,0.7,6,0.069754,11.7360690162844
4406,4,6,125000,0.7,7,0.085615,11.7360690162844
4406,4,6,125000,0.7,8,0.103392,11.7360690162844
4406,4,6,125000,0.7,9,0.123217,11.7360690162844
4406,4,6,125000,0.7,10,0.144907,11.7360690162844
4406,4,6,125000,0.7,11,0.168449,11.7360690162844
4406,4,6,125000,0.7,12,0.195482,11.7360690162844
4406,4,6,125000,0.7,13,0.223819,11.7360690162844
4406,4,6,125000,0.7,14,0.252333,11.7360690162844
4406,4,6,125000,0.7,15,0.280777,11.7360690162844
4406,4,6,125000,0.7,16,0.309102,11.7360690162844
4406,4,6,125000,0.7,17,0.337442,11.7360690162844
4406,4,6,125000,0.7,18,0.365893,11.7360690162844
4406,4,6,125000,0.7,19,0.394516,11.7360690162844
4406,4,6,125000,0.7,20,0.423403,11.7360690162844
4406,4,6,125000,0.75,-20,0.383488,11.7360690162844
4406,4,6,125000,0.75,-19,0.355814,11.7360690162844
4406,4,6,125000,0.75,-18,0.328796,11.7360690162844
4406,4,6,125000,0.75,-17,0.302522,11.7360690162844
4406,4,6,125000,0.75,-16,0.277081,11.7360690162844
4406,4,6,125000,0.75,-15,0.252567,11.7360690162844
4406,4,6,125000,0.75,-14,0.229071,11.7360690162844
4406,4,6,125000,0.75,-13,0.206678,11.7360690162844
4406,4,6,125000,0.75,-12,0.185448,11.7360690162844
4406,4,6,125000,0.75,-11,0.165413,11.7360690162844
4406,4,6,125000,0.75,-10,0.146563,11.7360690162844
4406,4,6,125000,0.75,-9,0.128843,11.7360690162844
4406,4,6,125000,0.75,-8,0.112201,11.7360690162844
4406,4,6,125000,0.75,-7,0.096557,11.7360690162844
4406,4,6,125000,0.75,-6,0.081792,11.7360690162844
4406,4,6,125000,0.75,-5,0.067608,11.7360690162844
4406,4,6,125000,0.75,-4,0.05345,11.7360690162844
4406,4,6,125000,0.75,-3,0.038342,11.7360690162844
4406,4,6,125000,0.75,-2,0.024736,11.7360690162844
4406,4,6,125000,0.75,-1,0.019578,11.7360690162844
4406,4,6,125000,0.75,0,0.023826,11.7360690162844
4406,4,6,125000,0.75,1,0.032431,11.7360690162844
4406,4,6,125000,0.75,2,0.042257,11.7360690162844
4406,4,6,125000,0.75,3,0.053109,11.7360690162844
4406,4,6,125000,0.75,4,0.06458,11.7360690162844
4406,4,6,125000,0.75,5,0.077343,11.7360690162844
4406,4,6,125000,0.75,6,0.09151,11.7360690162844
4406,4,6,125000,0.75,7,0.106954,11.7360690162844
4406,4,6,125000,0.75,8,0.124406,11.7360690162844
4406,4,6,125000,0.75,9,0.143715,11.7360690162844
4406,4,6,125000,0.75,10,0.164721,11.7360690162844
4406,4,6,125000,0.75,11,0.187374,11.7360690162844
4406,4,6,125000,0.75,12,0.211472,11.7360690162844
4406,4,6,125000,0.75,13,0.237664,11.7360690162844
4406,4,6,125000,0.75,14,0.265925,11.7360690162844
4406,4,6,125000,0.75,15,0.295265,11.7360690162844
4406,4,6,125000,0.75,16,0.325019,11.7360690162844
4406,4,6,125000,0.75,17,0.354884,11.7360690162844
4406,4,6,125000,0.75,18,0.384863,11.7360690162844
4406,4,6,125000,0.75,19,0.414959,11.7360690162844
4406,4,6,125000,0.75,20,0.445293,11.7360690162844
4406,4,6,125000,0.8,-20,0.42008,11.7360690162844
4406,4,6,125000,0.8,-19,0.389976,11.7360690162844
4406,4,6,125000,0.8,-18,0.360368,11.7360690162844
4406,4,6,125000,0.8,-17,0.33134,11.7360690162844
4406,4,6,125000,0.8,-16,0.302979,11.7360690162844
4406,4,6,125000,0.8,-15,0.275388,11.7360690162844
4406,4,6,125000,0.8,-14,0.248661,11.7360690162844
4406,4,6,125000,0.8,-13,0.222906,11.7360690162844
4406,4,6,125000,0.8,-12,0.198206,11.7360690162844
4406,4,6,125000,0.8,-11,0.174578,11.7360690162844
4406,4,6,125000,0.8,-10,0.152386,11.7360690162844
4406,4,6,125000,0.8,-9,0.132616,11.7360690162844
4406,4,6,125000,0.8,-8,0.114862,11.7360690162844
4406,4,6,125000,0.8,-7,0.09849,11.7360690162844
4406,4,6,125000,0.8,-6,0.083391,11.7360690162844
4406,4,6,125000,0.8,-5,0.069351,11.7360690162844
4406,4,6,125000,0.8,-4,0.056071,11.7360690162844
4406,4,6,125000,0.8,-3,0.04369,11.7360690162844
4406,4,6,125000,0.8,-2,0.035975,11.7360690162844
4406,4,6,125000,0.8,-1,0.035715,11.7360690162844
4406,4,6,125000,0.8,0,0.040622,11.7360690162844
4406,4,6,125000,0.8,1,0.04925,11.7360690162844
4406,4,6,125000,0.8,2,0.059799,11.7360690162844
4406,4,6,125000,0.8,3,0.071638,11.7360690162844
4406,4,6,125000,0.8,4,0.084675,11.7360690162844
4406,4,6,125000,0.8,5,0.098906,11.7360690162844
4406,4,6,125000,0.8,6,0.114393,11.7360690162844
4406,4,6,125000,0.8,7,0.131307,11.7360690162844
4406,4,6,125000,0.8,8,0.14988,11.7360690162844
4406,4,6,125000,0.8,9,0.170249,11.7360690162844
4406,4,6,125000,0.8,10,0.192354,11.7360690162844
4406,4,6,125000,0.8,11,0.215943,11.7360690162844
4406,4,6,125000,0.8,12,0.240721,11.7360690162844
4406,4,6,125000,0.8,13,0.266418,11.7360690162844
4406,4,6,125000,0.8,14,0.292843,11.7360690162844
4406,4,6,125000,0.8,15,0.320047,11.7360690162844
4406,4,6,125000,0.8,16,0.349047,11.7360690162844
4406,4,6,125000,0.8,17,0.380799,11.7360690162844
4406,4,6,125000,0.8,18,0.413119,11.7360690162844
4406,4,6,125000,0.8,19,0.51545,11.7360690162844
4406,4,6,125000,0.8,20,0.477966,11.7360690162844
4406,4,6,125000,0.85,-20,0.503007,11.7360690162844
4406,4,6,125000,0.85,-19,0.46843,11.7360690162844
4406,4,6,125000,0.85,-18,0.433955,11.7360690162844
4406,4,6,125000,0.85,-17,0.399697,11.7360690162844
4406,4,6,125000,0.85,-16,0.365823,11.7360690162844
4406,4,6,125000,0.85,-15,0.3326,11.7360690162844
4406,4,6,125000,0.85,-14,0.300333,11.7360690162844
4406,4,6,125000,0.85,-13,0.269233,11.7360690162844
4406,4,6,125000,0.85,-12,0.239478,11.7360690162844
4406,4,6,125000,0.85,-11,0.211301,11.7360690162844
4406,4,6,125000,0.85,-10,0.18499,11.7360690162844
4406,4,6,125000,0.85,-9,0.160714,11.7360690162844
4406,4,6,125000,0.85,-8,0.13872,11.7360690162844
4406,4,6,125000,0.85,-7,0.119206,11.7360690162844
4406,4,6,125000,0.85,-6,0.102486,11.7360690162844
4406,4,6,125000,0.85,-5,0.088379,11.7360690162844
4406,4,6,125000,0.85,-4,0.076389,11.7360690162844
4406,4,6,125000,0.85,-3,0.067642,11.7360690162844
4406,4,6,125000,0.85,-2,0.060235,11.7360690162844
4406,4,6,125000,0.85,-1,0.056339,11.7360690162844
4406,4,6,125000,0.85,0,0.059093,11.7360690162844
4406,4,6,125000,0.85,1,0.068111,11.7360690162844
4406,4,6,125000,0.85,2,0.082673,11.7360690162844
4406,4,6,125000,0.85,3,0.101039,11.7360690162844
4406,4,6,125000,0.85,4,0.122468,11.7360690162844
4406,4,6,125000,0.85,5,0.147136,11.7360690162844
4406,4,6,125000,0.85,6,0.175493,11.7360690162844
4406,4,6,125000,0.85,7,0.208768,11.7360690162844
4406,4,6,125000,0.85,8,0.254359,11.7360690162844
4406,4,6,125000,0.85,9,0.297278,11.7360690162844
4406,4,6,125000,0.85,10,0.332394,11.7360690162844
4406,4,6,125000,0.85,11,0.369651,11.7360690162844
4406,4,6,125000,0.85,12,0.408961,11.7360690162844
4406,4,6,125000,0.85,13,0.450113,11.7360690162844
4406,4,6,125000,0.85,14,0.492921,11.7360690162844
4406,4,6,125000,0.85,15,0.537222,11.7360690162844
4406,4,6,125000,0.85,16,0.582869,11.7360690162844
4406,4,6,125000,0.85,17,0.629734,11.7360690162844
4406,4,6,125000,0.85,18,0.677724,11.7360690162844
4406,4,6,125000,0.85,19,0.72681,11.7360690162844
4406,4,6,125000,0.85,20,0.585442,11.7360690162844
4406,4,6,125000,0.9,-20,0.673683,11.7360690162844
4406,4,6,125000,0.9,-19,0.627879,11.7360690162844
4406,4,6,125000,0.9,-18,0.582814,11.7360690162844
4406,4,6,125000,0.9,-17,0.538665,11.7360690162844
4406,4,6,125000,0.9,-16,0.49566,11.7360690162844
4406,4,6,125000,0.9,-15,0.453984,11.7360690162844
4406,4,6,125000,0.9,-14,0.413794,11.7360690162844
4406,4,6,125000,0.9,-13,0.37526,11.7360690162844
4406,4,6,125000,0.9,-12,0.338582,11.7360690162844
4406,4,6,125000,0.9,-11,0.303945,11.7360690162844
4406,4,6,125000,0.9,-10,0.27149,11.7360690162844
4406,4,6,125000,0.9,-9,0.241331,11.7360690162844
4406,4,6,125000,0.9,-8,0.213634,11.7360690162844
4406,4,6,125000,0.9,-7,0.188752,11.7360690162844
4406,4,6,125000,0.9,-6,0.166897,11.7360690162844
4406,4,6,125000,0.9,-5,0.147959,11.7360690162844
4406,4,6,125000,0.9,-4,0.13063,11.7360690162844
4406,4,6,125000,0.9,-3,0.113663,11.7360690162844
4406,4,6,125000,0.9,-2,0.098699,11.7360690162844
4406,4,6,125000,0.9,-1,0.088814,11.7360690162844
4406,4,6,125000,0.9,0,0.091185,11.7360690162844
4406,4,6,125000,0.9,1,0.099823,11.7360690162844
4406,4,6,125000,0.9,2,0.110281,11.7360690162844
4406,4,6,125000,0.9,3,0.125258,11.7360690162844
4406,4,6,125000,0.9,4,0.144167,11.7360690162844
4406,4,6,125000,0.9,5,0.165358,11.7360690162844
4406,4,6,125000,0.9,6,0.188654,11.7360690162844
4406,4,6,125000,0.9,7,0.214063,11.7360690162844
4406,4,6,125000,0.9,8,0.241618,11.7360690162844
4406,4,6,125000,0.9,9,0.271366,11.7360690162844
4406,4,6,125000,0.9,10,0.30336,11.7360690162844
4406,4,6,125000,0.9,11,0.337578,11.7360690162844
4406,4,6,125000,0.9,12,0.373864,11.7360690162844
4406,4,6,125000,0.9,13,0.412017,11.7360690162844
4406,4,6,125000,0.9,14,0.451834,11.7360690162844
4406,4,6,125000,0.9,15,0.493128,11.7360690162844
4406,4,6,125000,0.9,16,0.535734,11.7360690162844
4406,4,6,125000,0.9,17,0.579494,11.7360690162844
4406,4,6,125000,0.9,18,0.624263,11.7360690162844
4406,4,6,125000,0.9,19,0.669906,11.7360690162844
4406,4,6,125000,0.9,20,0.716294,11.7360690162844
4406,4,6,250000,0.25,-20,0.303701,12.4292161968444
4406,4,6,250000,0.25,-19,0.28341,12.4292161968444
4406,4,6,250000,0.25,-18,0.263756,12.4292161968444
4406,4,6,250000,0.25,-17,0.24476,12.4292161968444
4406,4,6,250000,0.25,-16,0.22645,12.4292161968444
4406,4,6,250000,0.25,-15,0.208841,12.4292161968444
4406,4,6,250000,0.25,-14,0.191906,12.4292161968444
4406,4,6,250000,0.25,-13,0.175667,12.4292161968444
4406,4,6,250000,0.25,-12,0.160158,12.4292161968444
4406,4,6,250000,0.25,-11,0.145205,12.4292161968444
4406,4,6,250000,0.25,-10,0.13107,12.4292161968444
4406,4,6,250000,0.25,-9,0.11681,12.4292161968444
4406,4,6,250000,0.25,-8,0.103258,12.4292161968444
4406,4,6,250000,0.25,-7,0.08878,12.4292161968444
4406,4,6,250000,0.25,-6,0.074127,12.4292161968444
4406,4,6,250000,0.25,-5,0.056509,12.4292161968444
4406,4,6,250000,0.25,-4,0.035748,12.4292161968444
4406,4,6,250000,0.25,-3,0.015787,12.4292161968444
4406,4,6,250000,0.25,-2,0.012014,12.4292161968444
4406,4,6,250000,0.25,-1,0.010722,12.4292161968444
4406,4,6,250000,0.25,0,0.010346,12.4292161968444
4406,4,6,250000,0.25,1,0.010585,12.4292161968444
4406,4,6,250000,0.25,2,0.011347,12.4292161968444
4406,4,6,250000,0.25,3,0.012643,12.4292161968444
4406,4,6,250000,0.25,4,0.014563,12.4292161968444
4406,4,6,250000,0.25,5,0.0173,12.4292161968444
4406,4,6,250000,0.25,6,0.021264,12.4292161968444
4406,4,6,250000,0.25,7,0.027684,12.4292161968444
4406,4,6,250000,0.25,8,0.038796,12.4292161968444
4406,4,6,250000,0.25,9,0.05611,12.4292161968444
4406,4,6,250000,0.25,10,0.081295,12.4292161968444
4406,4,6,250000,0.25,11,0.122913,12.4292161968444
4406,4,6,250000,0.25,12,0.156919,12.4292161968444
4406,4,6,250000,0.25,13,0.188975,12.4292161968444
4406,4,6,250000,0.25,14,0.213627,12.4292161968444
4406,4,6,250000,0.25,15,0.238079,12.4292161968444
4406,4,6,250000,0.25,16,0.261633,12.4292161968444
4406,4,6,250000,0.25,17,0.284394,12.4292161968444
4406,4,6,250000,0.25,18,0.307783,12.4292161968444
4406,4,6,250000,0.25,19,0.331709,12.4292161968444
4406,4,6,250000,0.25,20,0.354977,12.4292161968444
4406,4,6,250000,0.35,-20,0.307745,12.4292161968444
4406,4,6,250000,0.35,-19,0.287031,12.4292161968444
4406,4,6,250000,0.35,-18,0.266942,12.4292161968444
4406,4,6,250000,0.35,-17,0.247573,12.4292161968444
4406,4,6,250000,0.35,-16,0.228875,12.4292161968444
4406,4,6,250000,0.35,-15,0.210812,12.4292161968444
4406,4,6,250000,0.35,-14,0.19361,12.4292161968444
4406,4,6,250000,0.35,-13,0.176987,12.4292161968444
4406,4,6,250000,0.35,-12,0.16115,12.4292161968444
4406,4,6,250000,0.35,-11,0.145962,12.4292161968444
4406,4,6,250000,0.35,-10,0.131434,12.4292161968444
4406,4,6,250000,0.35,-9,0.117241,12.4292161968444
4406,4,6,250000,0.35,-8,0.103324,12.4292161968444
4406,4,6,250000,0.35,-7,0.089394,12.4292161968444
4406,4,6,250000,0.35,-6,0.074696,12.4292161968444
