This data is part of the PALMO: OVERFLOW Machine Learning Airfoil Performance Database generated at the NASA Ames Research Center. 
Documentation on the database creation can be found in NASA TM-2024-XXXXXXX.

Dr. Jason K. Cornelius, Aeromechanics Office, NASA Ames Research Center, September 2024. 

PALMO_Release_V1
---------------------------------------------------------------------------------
Airfoil, %Camber, %Thickness, Reynolds#, Mach#, Alpha, cm, ln(Reynolds#)
12,0,12,500000,0.75,16,-0.092875,13.1223633774043
12,0,12,500000,0.75,17,-0.10234,13.1223633774043
12,0,12,500000,0.75,18,-0.111982,13.1223633774043
12,0,12,500000,0.75,19,-0.121047,13.1223633774043
12,0,12,500000,0.75,20,-0.12985,13.1223633774043
12,0,12,500000,0.8,-20,0.160298,13.1223633774043
12,0,12,500000,0.8,-19,0.150432,13.1223633774043
12,0,12,500000,0.8,-18,0.140003,13.1223633774043
12,0,12,500000,0.8,-17,0.129,13.1223633774043
12,0,12,500000,0.8,-16,0.11738,13.1223633774043
12,0,12,500000,0.8,-15,0.105137,13.1223633774043
12,0,12,500000,0.8,-14,0.092293,13.1223633774043
12,0,12,500000,0.8,-13,0.078586,13.1223633774043
12,0,12,500000,0.8,-12,0.064622,13.1223633774043
12,0,12,500000,0.8,-11,0.050314,13.1223633774043
12,0,12,500000,0.8,-10,0.036896,13.1223633774043
12,0,12,500000,0.8,-9,0.025013,13.1223633774043
12,0,12,500000,0.8,-8,0.014899,13.1223633774043
12,0,12,500000,0.8,-7,0.006721,13.1223633774043
12,0,12,500000,0.8,-6,0.000527,13.1223633774043
12,0,12,500000,0.8,-5,-0.003603,13.1223633774043
12,0,12,500000,0.8,-4,-0.005369,13.1223633774043
12,0,12,500000,0.8,-3,-0.004272,13.1223633774043
12,0,12,500000,0.8,-2,-0.000225,13.1223633774043
12,0,12,500000,0.8,-1,0.003527,13.1223633774043
12,0,12,500000,0.8,0,-0.000258,13.1223633774043
12,0,12,500000,0.8,1,-0.004114,13.1223633774043
12,0,12,500000,0.8,2,-0.000291,13.1223633774043
12,0,12,500000,0.8,3,0.003873,13.1223633774043
12,0,12,500000,0.8,4,0.005157,13.1223633774043
12,0,12,500000,0.8,5,0.003655,13.1223633774043
12,0,12,500000,0.8,6,-0.000228,13.1223633774043
12,0,12,500000,0.8,7,-0.00627,13.1223633774043
12,0,12,500000,0.8,8,-0.0144,13.1223633774043
12,0,12,500000,0.8,9,-0.024486,13.1223633774043
12,0,12,500000,0.8,10,-0.036334,13.1223633774043
12,0,12,500000,0.8,11,-0.049636,13.1223633774043
12,0,12,500000,0.8,12,-0.063817,13.1223633774043
12,0,12,500000,0.8,13,-0.0778,13.1223633774043
12,0,12,500000,0.8,14,-0.091033,13.1223633774043
12,0,12,500000,0.8,15,-0.104024,13.1223633774043
12,0,12,500000,0.8,16,-0.116182,13.1223633774043
12,0,12,500000,0.8,17,-0.127708,13.1223633774043
12,0,12,500000,0.8,18,-0.13861,13.1223633774043
12,0,12,500000,0.8,19,-0.148891,13.1223633774043
12,0,12,500000,0.8,20,-0.15882,13.1223633774043
12,0,12,500000,0.85,-20,0.22226,13.1223633774043
12,0,12,500000,0.85,-19,0.211883,13.1223633774043
12,0,12,500000,0.85,-18,0.200788,13.1223633774043
12,0,12,500000,0.85,-17,0.18943,13.1223633774043
12,0,12,500000,0.85,-16,0.177914,13.1223633774043
12,0,12,500000,0.85,-15,0.165862,13.1223633774043
12,0,12,500000,0.85,-14,0.152648,13.1223633774043
12,0,12,500000,0.85,-13,0.137745,13.1223633774043
12,0,12,500000,0.85,-12,0.120734,13.1223633774043
12,0,12,500000,0.85,-11,0.10199,13.1223633774043
12,0,12,500000,0.85,-10,0.081043,13.1223633774043
12,0,12,500000,0.85,-9,0.057947,13.1223633774043
12,0,12,500000,0.85,-8,0.032483,13.1223633774043
12,0,12,500000,0.85,-7,0.002296,13.1223633774043
12,0,12,500000,0.85,-6,-0.033608,13.1223633774043
12,0,12,500000,0.85,-5,-0.05476,13.1223633774043
12,0,12,500000,0.85,-4,-0.064631,13.1223633774043
12,0,12,500000,0.85,-3,-0.063004,13.1223633774043
12,0,12,500000,0.85,-2,-0.050294,13.1223633774043
12,0,12,500000,0.85,-1,-0.02789,13.1223633774043
12,0,12,500000,0.85,0,-0.000149,13.1223633774043
12,0,12,500000,0.85,1,0.02729,13.1223633774043
12,0,12,500000,0.85,2,0.049485,13.1223633774043
12,0,12,500000,0.85,3,0.062335,13.1223633774043
12,0,12,500000,0.85,4,0.064265,13.1223633774043
12,0,12,500000,0.85,5,0.054935,13.1223633774043
12,0,12,500000,0.85,6,0.034537,13.1223633774043
12,0,12,500000,0.85,7,-0.001307,13.1223633774043
12,0,12,500000,0.85,8,-0.031297,13.1223633774043
12,0,12,500000,0.85,9,-0.056441,13.1223633774043
12,0,12,500000,0.85,10,-0.079152,13.1223633774043
12,0,12,500000,0.85,11,-0.099704,13.1223633774043
12,0,12,500000,0.85,12,-0.11802,13.1223633774043
12,0,12,500000,0.85,13,-0.134569,13.1223633774043
12,0,12,500000,0.85,14,-0.149104,13.1223633774043
12,0,12,500000,0.85,15,-0.162003,13.1223633774043
12,0,12,500000,0.85,16,-0.174054,13.1223633774043
12,0,12,500000,0.85,17,-0.18553,13.1223633774043
12,0,12,500000,0.85,18,-0.197027,13.1223633774043
12,0,12,500000,0.85,19,-0.20828,13.1223633774043
12,0,12,500000,0.85,20,-0.21874,13.1223633774043
12,0,12,500000,0.9,-20,0.359837,13.1223633774043
12,0,12,500000,0.9,-19,0.348341,13.1223633774043
12,0,12,500000,0.9,-18,0.336327,13.1223633774043
12,0,12,500000,0.9,-17,0.323764,13.1223633774043
12,0,12,500000,0.9,-16,0.3106,13.1223633774043
12,0,12,500000,0.9,-15,0.296773,13.1223633774043
12,0,12,500000,0.9,-14,0.282229,13.1223633774043
12,0,12,500000,0.9,-13,0.266885,13.1223633774043
12,0,12,500000,0.9,-12,0.250558,13.1223633774043
12,0,12,500000,0.9,-11,0.233002,13.1223633774043
12,0,12,500000,0.9,-10,0.214138,13.1223633774043
12,0,12,500000,0.9,-9,0.193505,13.1223633774043
12,0,12,500000,0.9,-8,0.171555,13.1223633774043
12,0,12,500000,0.9,-7,0.149218,13.1223633774043
12,0,12,500000,0.9,-6,0.126996,13.1223633774043
12,0,12,500000,0.9,-5,0.104656,13.1223633774043
12,0,12,500000,0.9,-4,0.080689,13.1223633774043
12,0,12,500000,0.9,-3,0.056012,13.1223633774043
12,0,12,500000,0.9,-2,0.033619,13.1223633774043
12,0,12,500000,0.9,-1,0.01512,13.1223633774043
12,0,12,500000,0.9,0,-7e-05,13.1223633774043
12,0,12,500000,0.9,1,-0.015251,13.1223633774043
12,0,12,500000,0.9,2,-0.033737,13.1223633774043
12,0,12,500000,0.9,3,-0.056126,13.1223633774043
12,0,12,500000,0.9,4,-0.080733,13.1223633774043
12,0,12,500000,0.9,5,-0.104635,13.1223633774043
12,0,12,500000,0.9,6,-0.126961,13.1223633774043
12,0,12,500000,0.9,7,-0.149091,13.1223633774043
12,0,12,500000,0.9,8,-0.171449,13.1223633774043
12,0,12,500000,0.9,9,-0.193523,13.1223633774043
12,0,12,500000,0.9,10,-0.213977,13.1223633774043
12,0,12,500000,0.9,11,-0.232785,13.1223633774043
12,0,12,500000,0.9,12,-0.25033,13.1223633774043
12,0,12,500000,0.9,13,-0.266718,13.1223633774043
12,0,12,500000,0.9,14,-0.282105,13.1223633774043
12,0,12,500000,0.9,15,-0.296628,13.1223633774043
12,0,12,500000,0.9,16,-0.310381,13.1223633774043
12,0,12,500000,0.9,17,-0.323457,13.1223633774043
12,0,12,500000,0.9,18,-0.335929,13.1223633774043
12,0,12,500000,0.9,19,-0.347853,13.1223633774043
12,0,12,500000,0.9,20,-0.359249,13.1223633774043
12,0,12,1000000,0.25,-20,0.087284,13.8155105579643
12,0,12,1000000,0.25,-19,0.082889,13.8155105579643
12,0,12,1000000,0.25,-18,0.078384,13.8155105579643
12,0,12,1000000,0.25,-17,0.074084,13.8155105579643
12,0,12,1000000,0.25,-16,0.068889,13.8155105579643
12,0,12,1000000,0.25,-15,0.064172,13.8155105579643
12,0,12,1000000,0.25,-14,0.057342,13.8155105579643
12,0,12,1000000,0.25,-13,0.04499,13.8155105579643
12,0,12,1000000,0.25,-12,0.013964,13.8155105579643
12,0,12,1000000,0.25,-11,-0.013951,13.8155105579643
12,0,12,1000000,0.25,-10,-0.015281,13.8155105579643
12,0,12,1000000,0.25,-9,-0.013755,13.8155105579643
12,0,12,1000000,0.25,-8,-0.011746,13.8155105579643
12,0,12,1000000,0.25,-7,-0.00974,13.8155105579643
12,0,12,1000000,0.25,-6,-0.007917,13.8155105579643
12,0,12,1000000,0.25,-5,-0.006305,13.8155105579643
12,0,12,1000000,0.25,-4,-0.004864,13.8155105579643
12,0,12,1000000,0.25,-3,-0.003536,13.8155105579643
12,0,12,1000000,0.25,-2,-0.002325,13.8155105579643
12,0,12,1000000,0.25,-1,-0.001189,13.8155105579643
12,0,12,1000000,0.25,0,-8.9e-05,13.8155105579643
12,0,12,1000000,0.25,1,0.00101,13.8155105579643
12,0,12,1000000,0.25,2,0.002144,13.8155105579643
12,0,12,1000000,0.25,3,0.003351,13.8155105579643
12,0,12,1000000,0.25,4,0.00467,13.8155105579643
12,0,12,1000000,0.25,5,0.0061,13.8155105579643
12,0,12,1000000,0.25,6,0.007707,13.8155105579643
12,0,12,1000000,0.25,7,0.009521,13.8155105579643
12,0,12,1000000,0.25,8,0.011514,13.8155105579643
12,0,12,1000000,0.25,9,0.013519,13.8155105579643
12,0,12,1000000,0.25,10,0.015087,13.8155105579643
12,0,12,1000000,0.25,11,0.013842,13.8155105579643
12,0,12,1000000,0.25,12,-0.013815,13.8155105579643
12,0,12,1000000,0.25,13,-0.043579,13.8155105579643
12,0,12,1000000,0.25,14,-0.056899,13.8155105579643
12,0,12,1000000,0.25,15,-0.063594,13.8155105579643
12,0,12,1000000,0.25,16,-0.068858,13.8155105579643
12,0,12,1000000,0.25,17,-0.073537,13.8155105579643
12,0,12,1000000,0.25,18,-0.077849,13.8155105579643
12,0,12,1000000,0.25,19,-0.082282,13.8155105579643
12,0,12,1000000,0.25,20,-0.086718,13.8155105579643
12,0,12,1000000,0.35,-20,0.088098,13.8155105579643
12,0,12,1000000,0.35,-19,0.0834,13.8155105579643
12,0,12,1000000,0.35,-18,0.078635,13.8155105579643
12,0,12,1000000,0.35,-17,0.073914,13.8155105579643
12,0,12,1000000,0.35,-16,0.06874,13.8155105579643
12,0,12,1000000,0.35,-15,0.063171,13.8155105579643
12,0,12,1000000,0.35,-14,0.056439,13.8155105579643
12,0,12,1000000,0.35,-13,0.04614,13.8155105579643
12,0,12,1000000,0.35,-12,0.021648,13.8155105579643
12,0,12,1000000,0.35,-11,-0.013209,13.8155105579643
12,0,12,1000000,0.35,-10,-0.018365,13.8155105579643
12,0,12,1000000,0.35,-9,-0.017103,13.8155105579643
12,0,12,1000000,0.35,-8,-0.01466,13.8155105579643
12,0,12,1000000,0.35,-7,-0.012082,13.8155105579643
12,0,12,1000000,0.35,-6,-0.009718,13.8155105579643
12,0,12,1000000,0.35,-5,-0.007644,13.8155105579643
12,0,12,1000000,0.35,-4,-0.005839,13.8155105579643
12,0,12,1000000,0.35,-3,-0.004245,13.8155105579643
12,0,12,1000000,0.35,-2,-0.002773,13.8155105579643
12,0,12,1000000,0.35,-1,-0.0014,13.8155105579643
12,0,12,1000000,0.35,0,-8.6e-05,13.8155105579643
12,0,12,1000000,0.35,1,0.001228,13.8155105579643
12,0,12,1000000,0.35,2,0.002598,13.8155105579643
12,0,12,1000000,0.35,3,0.004061,13.8155105579643
12,0,12,1000000,0.35,4,0.005651,13.8155105579643
12,0,12,1000000,0.35,5,0.007453,13.8155105579643
12,0,12,1000000,0.35,6,0.009521,13.8155105579643
12,0,12,1000000,0.35,7,0.011877,13.8155105579643
12,0,12,1000000,0.35,8,0.014444,13.8155105579643
12,0,12,1000000,0.35,9,0.016911,13.8155105579643
12,0,12,1000000,0.35,10,0.018211,13.8155105579643
12,0,12,1000000,0.35,11,0.013163,13.8155105579643
12,0,12,1000000,0.35,12,-0.020982,13.8155105579643
12,0,12,1000000,0.35,13,-0.046854,13.8155105579643
12,0,12,1000000,0.35,14,-0.056657,13.8155105579643
12,0,12,1000000,0.35,15,-0.062645,13.8155105579643
12,0,12,1000000,0.35,16,-0.068643,13.8155105579643
12,0,12,1000000,0.35,17,-0.073442,13.8155105579643
12,0,12,1000000,0.35,18,-0.078244,13.8155105579643
12,0,12,1000000,0.35,19,-0.08287,13.8155105579643
12,0,12,1000000,0.35,20,-0.087533,13.8155105579643
12,0,12,1000000,0.45,-20,0.090144,13.8155105579643
12,0,12,1000000,0.45,-19,0.085271,13.8155105579643
12,0,12,1000000,0.45,-18,0.079775,13.8155105579643
12,0,12,1000000,0.45,-17,0.074873,13.8155105579643
12,0,12,1000000,0.45,-16,0.069288,13.8155105579643
12,0,12,1000000,0.45,-15,0.063477,13.8155105579643
12,0,12,1000000,0.45,-14,0.056674,13.8155105579643
12,0,12,1000000,0.45,-13,0.048447,13.8155105579643
12,0,12,1000000,0.45,-12,0.032703,13.8155105579643
12,0,12,1000000,0.45,-11,0.013523,13.8155105579643
12,0,12,1000000,0.45,-10,-0.01834,13.8155105579643
12,0,12,1000000,0.45,-9,-0.022682,13.8155105579643
12,0,12,1000000,0.45,-8,-0.019746,13.8155105579643
12,0,12,1000000,0.45,-7,-0.016093,13.8155105579643
12,0,12,1000000,0.45,-6,-0.01271,13.8155105579643
12,0,12,1000000,0.45,-5,-0.009806,13.8155105579643
12,0,12,1000000,0.45,-4,-0.00735,13.8155105579643
12,0,12,1000000,0.45,-3,-0.005256,13.8155105579643
12,0,12,1000000,0.45,-2,-0.00342,13.8155105579643
12,0,12,1000000,0.45,-1,-0.001718,13.8155105579643
12,0,12,1000000,0.45,0,-8.5e-05,13.8155105579643
12,0,12,1000000,0.45,1,0.001549,13.8155105579643
12,0,12,1000000,0.45,2,0.003244,13.8155105579643
12,0,12,1000000,0.45,3,0.005079,13.8155105579643
12,0,12,1000000,0.45,4,0.007172,13.8155105579643
12,0,12,1000000,0.45,5,0.009625,13.8155105579643
12,0,12,1000000,0.45,6,0.012525,13.8155105579643
12,0,12,1000000,0.45,7,0.015897,13.8155105579643
12,0,12,1000000,0.45,8,0.01957,13.8155105579643
12,0,12,1000000,0.45,9,0.02256,13.8155105579643
12,0,12,1000000,0.45,10,0.017965,13.8155105579643
12,0,12,1000000,0.45,11,-0.013347,13.8155105579643
12,0,12,1000000,0.45,12,-0.032303,13.8155105579643
12,0,12,1000000,0.45,13,-0.047684,13.8155105579643
12,0,12,1000000,0.45,14,-0.056736,13.8155105579643
12,0,12,1000000,0.45,15,-0.06324,13.8155105579643
12,0,12,1000000,0.45,16,-0.069042,13.8155105579643
12,0,12,1000000,0.45,17,-0.074332,13.8155105579643
12,0,12,1000000,0.45,18,-0.079399,13.8155105579643
12,0,12,1000000,0.45,19,-0.084763,13.8155105579643
12,0,12,1000000,0.45,20,-0.089423,13.8155105579643
12,0,12,1000000,0.55,-20,0.094517,13.8155105579643
12,0,12,1000000,0.55,-19,0.088799,13.8155105579643
12,0,12,1000000,0.55,-18,0.08304,13.8155105579643
12,0,12,1000000,0.55,-17,0.077203,13.8155105579643
12,0,12,1000000,0.55,-16,0.071202,13.8155105579643
12,0,12,1000000,0.55,-15,0.064947,13.8155105579643
12,0,12,1000000,0.55,-14,0.058203,13.8155105579643
12,0,12,1000000,0.55,-13,0.050112,13.8155105579643
12,0,12,1000000,0.55,-12,0.040498,13.8155105579643
12,0,12,1000000,0.55,-11,0.027199,13.8155105579643
12,0,12,1000000,0.55,-10,0.010375,13.8155105579643
12,0,12,1000000,0.55,-9,-0.009447,13.8155105579643
12,0,12,1000000,0.55,-8,-0.026674,13.8155105579643
12,0,12,1000000,0.55,-7,-0.025483,13.8155105579643
12,0,12,1000000,0.55,-6,-0.019161,13.8155105579643
12,0,12,1000000,0.55,-5,-0.014021,13.8155105579643
12,0,12,1000000,0.55,-4,-0.010113,13.8155105579643
12,0,12,1000000,0.55,-3,-0.00701,13.8155105579643
12,0,12,1000000,0.55,-2,-0.004443,13.8155105579643
12,0,12,1000000,0.55,-1,-0.002204,13.8155105579643
12,0,12,1000000,0.55,0,-8.4e-05,13.8155105579643
12,0,12,1000000,0.55,1,0.002032,13.8155105579643
12,0,12,1000000,0.55,2,0.004271,13.8155105579643
12,0,12,1000000,0.55,3,0.00684,13.8155105579643
12,0,12,1000000,0.55,4,0.009943,13.8155105579643
12,0,12,1000000,0.55,5,0.01385,13.8155105579643
12,0,12,1000000,0.55,6,0.018986,13.8155105579643
12,0,12,1000000,0.55,7,0.025326,13.8155105579643
12,0,12,1000000,0.55,8,0.026582,13.8155105579643
12,0,12,1000000,0.55,9,0.009629,13.8155105579643
12,0,12,1000000,0.55,10,-0.009554,13.8155105579643
12,0,12,1000000,0.55,11,-0.027061,13.8155105579643
12,0,12,1000000,0.55,12,-0.040078,13.8155105579643
12,0,12,1000000,0.55,13,-0.049894,13.8155105579643
12,0,12,1000000,0.55,14,-0.057889,13.8155105579643
12,0,12,1000000,0.55,15,-0.064635,13.8155105579643
12,0,12,1000000,0.55,16,-0.070831,13.8155105579643
12,0,12,1000000,0.55,17,-0.076765,13.8155105579643
12,0,12,1000000,0.55,18,-0.082546,13.8155105579643
12,0,12,1000000,0.55,19,-0.088234,13.8155105579643
12,0,12,1000000,0.55,20,-0.093877,13.8155105579643
12,0,12,1000000,0.65,-20,0.104044,13.8155105579643
12,0,12,1000000,0.65,-19,0.097195,13.8155105579643
12,0,12,1000000,0.65,-18,0.090308,13.8155105579643
12,0,12,1000000,0.65,-17,0.083359,13.8155105579643
12,0,12,1000000,0.65,-16,0.076286,13.8155105579643
12,0,12,1000000,0.65,-15,0.069012,13.8155105579643
12,0,12,1000000,0.65,-14,0.061412,13.8155105579643
12,0,12,1000000,0.65,-13,0.053323,13.8155105579643
12,0,12,1000000,0.65,-12,0.044578,13.8155105579643
12,0,12,1000000,0.65,-11,0.035456,13.8155105579643
12,0,12,1000000,0.65,-10,0.024014,13.8155105579643
12,0,12,1000000,0.65,-9,0.01244,13.8155105579643
12,0,12,1000000,0.65,-8,-0.000255,13.8155105579643
12,0,12,1000000,0.65,-7,-0.014287,13.8155105579643
12,0,12,1000000,0.65,-6,-0.024704,13.8155105579643
12,0,12,1000000,0.65,-5,-0.024859,13.8155105579643
12,0,12,1000000,0.65,-4,-0.017751,13.8155105579643
12,0,12,1000000,0.65,-3,-0.011004,13.8155105579643
12,0,12,1000000,0.65,-2,-0.006528,13.8155105579643
12,0,12,1000000,0.65,-1,-0.003081,13.8155105579643
12,0,12,1000000,0.65,0,-9.2e-05,13.8155105579643
12,0,12,1000000,0.65,1,0.002909,13.8155105579643
12,0,12,1000000,0.65,2,0.006362,13.8155105579643
12,0,12,1000000,0.65,3,0.01084,13.8155105579643
12,0,12,1000000,0.65,4,0.017594,13.8155105579643
12,0,12,1000000,0.65,5,0.024685,13.8155105579643
12,0,12,1000000,0.65,6,0.024553,13.8155105579643
12,0,12,1000000,0.65,7,0.014391,13.8155105579643
12,0,12,1000000,0.65,8,0.001488,13.8155105579643
12,0,12,1000000,0.65,9,-0.011605,13.8155105579643
12,0,12,1000000,0.65,10,-0.023517,13.8155105579643
12,0,12,1000000,0.65,11,-0.03493,13.8155105579643
12,0,12,1000000,0.65,12,-0.044356,13.8155105579643
12,0,12,1000000,0.65,13,-0.053042,13.8155105579643
12,0,12,1000000,0.65,14,-0.061075,13.8155105579643
12,0,12,1000000,0.65,15,-0.068625,13.8155105579643
12,0,12,1000000,0.65,16,-0.075849,13.8155105579643
12,0,12,1000000,0.65,17,-0.082874,13.8155105579643
12,0,12,1000000,0.65,18,-0.089771,13.8155105579643
12,0,12,1000000,0.65,19,-0.096601,13.8155105579643
12,0,12,1000000,0.65,20,-0.103399,13.8155105579643
12,0,12,1000000,0.7,-20,0.113345,13.8155105579643
12,0,12,1000000,0.7,-19,0.105642,13.8155105579643
12,0,12,1000000,0.7,-18,0.097833,13.8155105579643
12,0,12,1000000,0.7,-17,0.089903,13.8155105579643
12,0,12,1000000,0.7,-16,0.08182,13.8155105579643
12,0,12,1000000,0.7,-15,0.073553,13.8155105579643
12,0,12,1000000,0.7,-14,0.065051,13.8155105579643
12,0,12,1000000,0.7,-13,0.056248,13.8155105579643
12,0,12,1000000,0.7,-12,0.047079,13.8155105579643
12,0,12,1000000,0.7,-11,0.037563,13.8155105579643
12,0,12,1000000,0.7,-10,0.028396,13.8155105579643
12,0,12,1000000,0.7,-9,0.017864,13.8155105579643
12,0,12,1000000,0.7,-8,0.007937,13.8155105579643
12,0,12,1000000,0.7,-7,-0.00152,13.8155105579643
12,0,12,1000000,0.7,-6,-0.01076,13.8155105579643
12,0,12,1000000,0.7,-5,-0.017779,13.8155105579643
12,0,12,1000000,0.7,-4,-0.01938,13.8155105579643
12,0,12,1000000,0.7,-3,-0.015479,13.8155105579643
12,0,12,1000000,0.7,-2,-0.008912,13.8155105579643
12,0,12,1000000,0.7,-1,-0.003956,13.8155105579643
12,0,12,1000000,0.7,0,-9.2e-05,13.8155105579643
12,0,12,1000000,0.7,1,0.003779,13.8155105579643
12,0,12,1000000,0.7,2,0.008749,13.8155105579643
12,0,12,1000000,0.7,3,0.015307,13.8155105579643
12,0,12,1000000,0.7,4,0.019187,13.8155105579643
12,0,12,1000000,0.7,5,0.017591,13.8155105579643
12,0,12,1000000,0.7,6,0.010751,13.8155105579643
12,0,12,1000000,0.7,7,0.001992,13.8155105579643
12,0,12,1000000,0.7,8,-0.00797,13.8155105579643
12,0,12,1000000,0.7,9,-0.016729,13.8155105579643
12,0,12,1000000,0.7,10,-0.027512,13.8155105579643
12,0,12,1000000,0.7,11,-0.037272,13.8155105579643
12,0,12,1000000,0.7,12,-0.046772,13.8155105579643
12,0,12,1000000,0.7,13,-0.055898,13.8155105579643
12,0,12,1000000,0.7,14,-0.064656,13.8155105579643
12,0,12,1000000,0.7,15,-0.073103,13.8155105579643
12,0,12,1000000,0.7,16,-0.081309,13.8155105579643
12,0,12,1000000,0.7,17,-0.089332,13.8155105579643
12,0,12,1000000,0.7,18,-0.097214,13.8155105579643
12,0,12,1000000,0.7,19,-0.104971,13.8155105579643
12,0,12,1000000,0.7,20,-0.112621,13.8155105579643
12,0,12,1000000,0.75,-20,0.129677,13.8155105579643
12,0,12,1000000,0.75,-19,0.120812,13.8155105579643
12,0,12,1000000,0.75,-18,0.111672,13.8155105579643
12,0,12,1000000,0.75,-17,0.102263,13.8155105579643
12,0,12,1000000,0.75,-16,0.09258,13.8155105579643
12,0,12,1000000,0.75,-15,0.082632,13.8155105579643
12,0,12,1000000,0.75,-14,0.072439,13.8155105579643
12,0,12,1000000,0.75,-13,0.062052,13.8155105579643
12,0,12,1000000,0.75,-12,0.051548,13.8155105579643
12,0,12,1000000,0.75,-11,0.0411,13.8155105579643
12,0,12,1000000,0.75,-10,0.030892,13.8155105579643
12,0,12,1000000,0.75,-9,0.021262,13.8155105579643
12,0,12,1000000,0.75,-8,0.012477,13.8155105579643
12,0,12,1000000,0.75,-7,0.004569,13.8155105579643
12,0,12,1000000,0.75,-6,-0.002077,13.8155105579643
12,0,12,1000000,0.75,-5,-0.007267,13.8155105579643
12,0,12,1000000,0.75,-4,-0.010187,13.8155105579643
12,0,12,1000000,0.75,-3,-0.010403,13.8155105579643
12,0,12,1000000,0.75,-2,-0.008462,13.8155105579643
12,0,12,1000000,0.75,-1,-0.005529,13.8155105579643
12,0,12,1000000,0.75,0,-9.1e-05,13.8155105579643
12,0,12,1000000,0.75,1,0.005337,13.8155105579643
12,0,12,1000000,0.75,2,0.008239,13.8155105579643
12,0,12,1000000,0.75,3,0.010419,13.8155105579643
12,0,12,1000000,0.75,4,0.010017,13.8155105579643
12,0,12,1000000,0.75,5,0.007207,13.8155105579643
12,0,12,1000000,0.75,6,0.002167,13.8155105579643
12,0,12,1000000,0.75,7,-0.004299,13.8155105579643
12,0,12,1000000,0.75,8,-0.012067,13.8155105579643
12,0,12,1000000,0.75,9,-0.020807,13.8155105579643
12,0,12,1000000,0.75,10,-0.030519,13.8155105579643
12,0,12,1000000,0.75,11,-0.040719,13.8155105579643
12,0,12,1000000,0.75,12,-0.051151,13.8155105579643
12,0,12,1000000,0.75,13,-0.06159,13.8155105579643
12,0,12,1000000,0.75,14,-0.071905,13.8155105579643
12,0,12,1000000,0.75,15,-0.082017,13.8155105579643
12,0,12,1000000,0.75,16,-0.091881,13.8155105579643
12,0,12,1000000,0.75,17,-0.101479,13.8155105579643
12,0,12,1000000,0.75,18,-0.110815,13.8155105579643
12,0,12,1000000,0.75,19,-0.119866,13.8155105579643
12,0,12,1000000,0.75,20,-0.128644,13.8155105579643
12,0,12,1000000,0.8,-20,0.158876,13.8155105579643
12,0,12,1000000,0.8,-19,0.148976,13.8155105579643
12,0,12,1000000,0.8,-18,0.13855,13.8155105579643
12,0,12,1000000,0.8,-17,0.127563,13.8155105579643
12,0,12,1000000,0.8,-16,0.115952,13.8155105579643
12,0,12,1000000,0.8,-15,0.103704,13.8155105579643
12,0,12,1000000,0.8,-14,0.090905,13.8155105579643
12,0,12,1000000,0.8,-13,0.077616,13.8155105579643
12,0,12,1000000,0.8,-12,0.063921,13.8155105579643
12,0,12,1000000,0.8,-11,0.050108,13.8155105579643
12,0,12,1000000,0.8,-10,0.036901,13.8155105579643
12,0,12,1000000,0.8,-9,0.024933,13.8155105579643
12,0,12,1000000,0.8,-8,0.01455,13.8155105579643
12,0,12,1000000,0.8,-7,0.005969,13.8155105579643
12,0,12,1000000,0.8,-6,-0.000718,13.8155105579643
12,0,12,1000000,0.8,-5,-0.00541,13.8155105579643
12,0,12,1000000,0.8,-4,-0.0078,13.8155105579643
12,0,12,1000000,0.8,-3,-0.007248,13.8155105579643
12,0,12,1000000,0.8,-2,-0.003547,13.8155105579643
12,0,12,1000000,0.8,-1,0.001173,13.8155105579643
12,0,12,1000000,0.8,0,-0.000205,13.8155105579643
12,0,12,1000000,0.8,1,-0.001623,13.8155105579643
12,0,12,1000000,0.8,2,0.00316,13.8155105579643
12,0,12,1000000,0.8,3,0.006876,13.8155105579643
12,0,12,1000000,0.8,4,0.007638,13.8155105579643
12,0,12,1000000,0.8,5,0.0055,13.8155105579643
12,0,12,1000000,0.8,6,0.001036,13.8155105579643
12,0,12,1000000,0.8,7,-0.005507,13.8155105579643
12,0,12,1000000,0.8,8,-0.014043,13.8155105579643
12,0,12,1000000,0.8,9,-0.024407,13.8155105579643
12,0,12,1000000,0.8,10,-0.036336,13.8155105579643
12,0,12,1000000,0.8,11,-0.049431,13.8155105579643
12,0,12,1000000,0.8,12,-0.063106,13.8155105579643
12,0,12,1000000,0.8,13,-0.07671,13.8155105579643
12,0,12,1000000,0.8,14,-0.089895,13.8155105579643
12,0,12,1000000,0.8,15,-0.102624,13.8155105579643
12,0,12,1000000,0.8,16,-0.11477,13.8155105579643
12,0,12,1000000,0.8,17,-0.126286,13.8155105579643
12,0,12,1000000,0.8,18,-0.137196,13.8155105579643
12,0,12,1000000,0.8,19,-0.147495,13.8155105579643
12,0,12,1000000,0.8,20,-0.157489,13.8155105579643
12,0,12,1000000,0.85,-20,0.220544,13.8155105579643
12,0,12,1000000,0.85,-19,0.210011,13.8155105579643
12,0,12,1000000,0.85,-18,0.198764,13.8155105579643
12,0,12,1000000,0.85,-17,0.187174,13.8155105579643
12,0,12,1000000,0.85,-16,0.175142,13.8155105579643
12,0,12,1000000,0.85,-15,0.162367,13.8155105579643
12,0,12,1000000,0.85,-14,0.148377,13.8155105579643
